pair,stem,rep,class,arm,setup,top_word,features,iou,x0,y0,x1,y1,n_boxes,n_truth,width,height
ant_bee,n02206856_1230,0,bee,caption,w05,bee,bee pollinating flower,0.9358130716038368,149,227,349,401,1,1,356,500
ant_bee,n02206856_1257,0,bee,caption,w05,honeybee,honeybee bee flower,0.9372661797266689,120,24,308,223,3,1,500,375
ant_bee,n02206856_1266,0,bee,caption,w05,bee,bee bumblebee pollinating,0.8728010825439784,232,119,308,205,1,1,500,333
ant_bee,n02206856_1287,0,bee,caption,w05,bee,bee flower sunflower,0.9425973009974574,93,80,246,210,3,1,399,300
ant_bee,n02206856_1306,0,bee,caption,w05,bee,bee bumblebee flower,0.9184060721062619,142,86,382,328,1,1,500,333
ant_bee,n02206856_1036,1,bee,caption,w05,bee,bee flower pollen,0.9511187176490232,194,31,404,248,3,1,500,333
ant_bee,n02206856_1036,2,bee,caption,w05,bee,bee flower pollen,0.9774169310402404,194,29,404,252,3,1,500,333
ant_bee,n02206856_1036,3,bee,caption,w05,bee,bee flower pollen,0.9637669059943229,194,29,402,251,3,1,500,333
ant_bee,n02206856_1036,4,bee,caption,w05,bee,bee flower pollen,0.9684004007346803,194,30,403,252,3,1,500,333
ant_bee,n02206856_1038,1,bee,caption,w05,bee,bee fuzzy close-up,0.9517307678911033,16,0,483,297,1,1,500,302
ant_bee,n02206856_1038,2,bee,caption,w05,bee,bee fuzzy close-up,0.9601187530925285,24,1,486,295,1,1,500,302
ant_bee,n02206856_1038,3,bee,caption,w05,bee,bee fuzzy close-up,0.9687424895737612,23,1,486,297,1,1,500,302
ant_bee,n02206856_1038,4,bee,caption,w05,bee,bee fuzzy close-up,0.9605383564922357,21,0,484,296,1,1,500,302
ant_bee,n02206856_1042,1,bee,caption,w05,bee,bee pollinating flower,0.9800441461327086,245,74,394,221,3,1,500,332
ant_bee,n02206856_1042,2,bee,caption,w05,bee,bee pollinating flower,0.966578995102485,245,75,392,220,3,1,500,332
ant_bee,n02206856_1042,3,bee,caption,w05,bee,bee pollinating flower,0.966578995102485,245,74,392,219,3,1,500,332
ant_bee,n02206856_1042,4,bee,caption,w05,bee,bee pollinating flower,0.9670605084138919,244,74,394,220,3,1,500,332
cucumber_zucchini,n07716358_10003,0,zucchini,caption,w05,zucchini,zucchini grows garden,0.9612421064828226,146,124,418,247,1,1,500,375
cucumber_zucchini,n07716358_10021,0,zucchini,caption,w05,zucchini,zucchini garlic with,0.687374749498998,0,64,499,374,1,2,500,375
cucumber_zucchini,n07716358_10032,0,zucchini,caption,w05,zucchini,zucchini bloom yellow,0.0,37,0,280,92,1,1,500,333
cucumber_zucchini,n07716358_1006,0,zucchini,caption,w05,zucchinis,zucchinis woven on,0.9344002813928949,118,51,188,282,4,3,500,333
cucumber_zucchini,n07716358_1018,0,zucchini,caption,w05,zucchini,zucchini on green,0.9842500155019532,6,38,149,374,1,1,500,375
cucumber_zucchini,n07716358_10200,0,zucchini,caption,w05,zucchini,zucchini holding baby,0.9435215946843853,114,258,192,402,1,1,375,500
cucumber_zucchini,n07716358_10227,0,zucchini,caption,w05,zucchini,zucchini orange vibrant,0.9838187702265372,64,0,499,305,1,1,500,333
cucumber_zucchini,n07716358_10251,0,zucchini,caption,w05,zucchini,zucchini lemon with,0.24394326491058058,84,4,401,146,1,3,500,375
cucumber_zucchini,n07716358_10274,0,zucchini,caption,w05,zucchini,zucchini garden large,0.8365158252681141,102,136,340,218,1,2,500,333
cucumber_zucchini,n07716358_10283,0,zucchini,caption,w05,zucchini,zucchini garden in,0.9822369167436509,31,165,422,320,3,1,500,375
cucumber_zucchini,n07716358_10301,0,zucchini,caption,w05,zucchini,zucchini close-up green,0.9136016301579215,8,36,155,219,1,2,181,240
cucumber_zucchini,n07716358_10385,0,zucchini,caption,w05,zucchini,zucchini garden soil,0.9482758620689655,155,33,322,289,3,3,500,334
cucumber_zucchini,n07716358_10402,0,zucchini,caption,w05,zucchini,zucchini board green,0.9853188929001203,162,197,438,286,1,1,500,375
cucumber_zucchini,n07716358_10504,0,zucchini,caption,w05,zucchini,zucchini white marble,0.9632966668509203,6,42,478,190,1,1,500,234
cucumber_zucchini,n07716358_10507,0,zucchini,caption,w05,zucchini,zucchini holding man,0.9868348497380756,0,77,208,356,1,1,500,375
cucumber_zucchini,n07716358_10624,0,zucchini,caption,w05,zucchini,zucchini hugging bald,0.9729217652167048,88,144,296,381,1,1,375,500
cucumber_zucchini,n07716358_10635,0,zucchini,caption,w05,zucchini,zucchini yellow flower,0.08137599408174588,366,72,549,217,1,1,549,411
cucumber_zucchini,n07716358_10648,0,zucchini,caption,w05,zucchini,zucchini board on,0.928443607252178,44,244,345,375,1,1,375,500
cucumber_zucchini,n07716358_10694,0,zucchini,caption,w05,zucchini,zucchini green in,0.8892204702181715,50,210,225,336,1,1,375,500
cucumber_zucchini,n07716358_10788,0,zucchini,caption,w05,zucchini,zucchini this is,0.9641602248770204,16,151,479,252,3,1,500,333
hotpot_vase,n04522168_100,0,vase,caption,w05,vase,vase blue-and-white floral,0.9923766935152134,0,16,374,419,1,1,375,465
hotpot_vase,n04522168_10017,0,vase,caption,w05,mosaic,mosaic textured patterns,0.9562967104904261,347,67,775,746,1,1,1010,747
hotpot_vase,n04522168_10047,0,vase,caption,w05,vase,vase filigree design,0.994459895427745,41,31,343,475,1,1,392,500
hotpot_vase,n04522168_10058,0,vase,caption,w05,vase,vase floral ornate,0.8398119122257053,118,48,259,295,1,1,300,400
hotpot_vase,n04522168_10104,0,vase,caption,w05,vase,vase ceramic glaze,0.9548695346210115,45,44,248,305,1,1,293,330
hotpot_vase,n04522168_10128,0,vase,caption,w05,vases,vases floral porcelain,0.9706575283786678,13,73,220,582,2,2,480,640
hotpot_vase,n04522168_10131,0,vase,caption,w05,vase,vase flowers pink,0.9438730113535253,139,176,450,437,3,1,562,456
hotpot_vase,n04522168_10215,0,vase,caption,w05,vase,vase floral ceramic,0.9647851383076452,18,20,302,432,1,1,314,450
hotpot_vase,n04522168_10287,0,vase,caption,w05,vase,vase ceramic design,0.960777006568221,77,166,303,442,1,1,354,500
hotpot_vase,n04522168_10310,0,vase,caption,w05,vase,vase glass tulips,0.9399198931909212,176,238,352,499,3,1,357,500
hotpot_vase,n04522168_10415,0,vase,caption,w05,vase,vase ceramic pottery,0.9467213114754098,2,5,246,329,1,1,250,333
hotpot_vase,n04522168_1044,0,vase,caption,w05,vase,vase ceramic glaze,0.9845738753006041,73,87,227,417,1,1,300,448
hotpot_vase,n04522168_10548,0,vase,caption,w05,vase,vase floral glass,0.9374496644295301,159,16,450,448,1,1,640,480
hotpot_vase,n04522168_10595,0,vase,caption,w05,vase,vase patterns white,0.9802371541501976,37,18,161,185,1,1,195,195
hotpot_vase,n04522168_10603,0,vase,caption,w05,vases,vases floral fabric,0.9882083396975714,29,81,152,345,3,2,300,400
hotpot_vase,n04522168_10639,0,vase,caption,w05,vase,vase ornate embellishments,0.9654616268894874,79,50,252,381,1,1,331,467
hotpot_vase,n04522168_10660,0,vase,caption,w05,vase,vase floral tulips,0.9591632134741345,42,34,157,292,3,1,199,300
hotpot_vase,n04522168_10683,0,vase,caption,w05,vase,vase textured black,0.975615763546798,227,5,397,704,1,2,550,733
hotpot_vase,n04522168_10712,0,vase,caption,w05,glass,glass orchid pink,0.14208548232269821,68,0,318,490,1,1,360,500
hotpot_vase,n04522168_10718,0,vase,caption,w05,vase,vase ceramic marbled,0.9562092692767888,30,16,568,475,1,1,601,527
