stem,cls,repeat,fold
n02701002_1228,ambulance,0,3
n02701002_12301,ambulance,0,0
n02701002_12310,ambulance,0,3
n02701002_12331,ambulance,0,2
n02701002_1234,ambulance,0,3
n02701002_124,ambulance,0,3
n02701002_12415,ambulance,0,2
n02701002_1242,ambulance,0,1
n02701002_12421,ambulance,0,0
n02701002_12429,ambulance,0,4
n02701002_12456,ambulance,0,1
n02701002_1247,ambulance,0,2
n02701002_1249,ambulance,0,1
n02701002_12497,ambulance,0,2
n02701002_12513,ambulance,0,2
n02701002_12514,ambulance,0,0
n02701002_1252,ambulance,0,4
n02701002_1253,ambulance,0,1
n02701002_12543,ambulance,0,3
n02701002_12561,ambulance,0,1
n02701002_12570,ambulance,0,2
n02701002_12587,ambulance,0,1
n02701002_12601,ambulance,0,2
n02701002_12622,ambulance,0,0
n02701002_12630,ambulance,0,2
n02701002_1264,ambulance,0,1
n02701002_1269,ambulance,0,1
n02701002_1270,ambulance,0,0
n02701002_12714,ambulance,0,2
n02701002_1272,ambulance,0,3
n02701002_1274,ambulance,0,0
n02701002_12757,ambulance,0,1
n02701002_12762,ambulance,0,3
n02701002_1279,ambulance,0,4
n02701002_12796,ambulance,0,4
n02701002_128,ambulance,0,2
n02701002_1286,ambulance,0,3
n02701002_12867,ambulance,0,3
n02701002_1287,ambulance,0,4
n02701002_12876,ambulance,0,3
n02701002_12944,ambulance,0,2
n02701002_12953,ambulance,0,1
n02701002_12954,ambulance,0,1
n02701002_12964,ambulance,0,2
n02701002_12971,ambulance,0,2
n02701002_12991,ambulance,0,0
n02701002_13027,ambulance,0,0
n02701002_1303,ambulance,0,1
n02701002_13052,ambulance,0,2
n02701002_13054,ambulance,0,2
n02701002_1315,ambulance,0,0
n02701002_13156,ambulance,0,0
n02701002_1316,ambulance,0,1
n02701002_13169,ambulance,0,3
n02701002_1318,ambulance,0,0
n02701002_13213,ambulance,0,0
n02701002_1325,ambulance,0,4
n02701002_13255,ambulance,0,3
n02701002_13263,ambulance,0,1
n02701002_13277,ambulance,0,0
n02701002_1330,ambulance,0,0
n02701002_1332,ambulance,0,3
n02701002_13345,ambulance,0,4
n02701002_13370,ambulance,0,2
n02701002_1341,ambulance,0,0
n02701002_1343,ambulance,0,4
n02701002_1347,ambulance,0,2
n02701002_13494,ambulance,0,4
n02701002_13507,ambulance,0,0
n02701002_13509,ambulance,0,4
n02701002_13560,ambulance,0,1
n02701002_13564,ambulance,0,3
n02701002_1358,ambulance,0,1
n02701002_13584,ambulance,0,0
n02701002_13594,ambulance,0,2
n02701002_13599,ambulance,0,1
n02701002_1361,ambulance,0,3
n02701002_13613,ambulance,0,3
n02701002_1364,ambulance,0,0
n02701002_13667,ambulance,0,0
n02701002_13688,ambulance,0,4
n02701002_13690,ambulance,0,2
n02701002_13698,ambulance,0,4
n02701002_1371,ambulance,0,4
n02701002_13733,ambulance,0,4
n02701002_13751,ambulance,0,1
n02701002_13780,ambulance,0,0
n02701002_13781,ambulance,0,4
n02701002_13793,ambulance,0,0
n02701002_13808,ambulance,0,0
n02701002_1382,ambulance,0,0
n02701002_13820,ambulance,0,4
n02701002_13824,ambulance,0,0
n02701002_1384,ambulance,0,1
n02701002_1386,ambulance,0,3
n02701002_13900,ambulance,0,0
n02701002_1393,ambulance,0,2
n02701002_13949,ambulance,0,0
n02701002_13980,ambulance,0,0
n02701002_1400,ambulance,0,0
n02701002_1401,ambulance,0,1
n02701002_14013,ambulance,0,2
n02701002_14031,ambulance,0,4
n02701002_14032,ambulance,0,3
n02701002_1404,ambulance,0,4
n02701002_14050,ambulance,0,1
n02701002_14080,ambulance,0,1
n02701002_14122,ambulance,0,3
n02701002_1414,ambulance,0,2
n02701002_1415,ambulance,0,1
n02701002_14159,ambulance,0,4
n02701002_14200,ambulance,0,1
n02701002_14209,ambulance,0,3
n02701002_14217,ambulance,0,1
n02701002_14226,ambulance,0,0
n02701002_14241,ambulance,0,1
n02701002_14275,ambulance,0,0
n02701002_1428,ambulance,0,2
n02701002_14308,ambulance,0,3
n02701002_14327,ambulance,0,4
n02701002_14383,ambulance,0,4
n02701002_14392,ambulance,0,4
n02701002_1440,ambulance,0,3
n02701002_1441,ambulance,0,3
n02701002_14440,ambulance,0,4
n02701002_14446,ambulance,0,1
n02701002_14450,ambulance,0,3
n02701002_1447,ambulance,0,0
n02701002_1448,ambulance,0,1
n02701002_14502,ambulance,0,4
n02701002_1451,ambulance,0,0
n02701002_14514,ambulance,0,1
n02701002_14530,ambulance,0,0
n02701002_1454,ambulance,0,0
n02701002_14541,ambulance,0,3
n02701002_1455,ambulance,0,4
n02701002_14576,ambulance,0,2
n02701002_14582,ambulance,0,3
n02701002_1459,ambulance,0,3
n02701002_14591,ambulance,0,0
n02701002_1460,ambulance,0,3
n02701002_1463,ambulance,0,0
n02701002_1468,ambulance,0,2
n02701002_14690,ambulance,0,4
n02701002_1470,ambulance,0,1
n02701002_1471,ambulance,0,0
n02701002_14816,ambulance,0,1
n02701002_1482,ambulance,0,0
n02701002_14861,ambulance,0,3
n02701002_1487,ambulance,0,4
n02701002_14871,ambulance,0,1
n02701002_14887,ambulance,0,3
n02701002_1489,ambulance,0,2
n02701002_1490,ambulance,0,1
n02701002_14926,ambulance,0,4
n02701002_1493,ambulance,0,2
n02701002_14965,ambulance,0,3
n02701002_1497,ambulance,0,3
n02701002_1499,ambulance,0,2
n02701002_15045,ambulance,0,0
n02701002_1506,ambulance,0,4
n02701002_15073,ambulance,0,0
n02701002_1508,ambulance,0,3
n02701002_15080,ambulance,0,0
n02701002_1509,ambulance,0,1
n02701002_1511,ambulance,0,1
n02701002_1515,ambulance,0,3
n02701002_15167,ambulance,0,3
n02701002_15182,ambulance,0,3
n02701002_15197,ambulance,0,3
n02701002_1526,ambulance,0,4
n02701002_15279,ambulance,0,1
n02701002_1528,ambulance,0,3
n02701002_15289,ambulance,0,2
n02701002_1533,ambulance,0,3
n02701002_1535,ambulance,0,0
n02701002_1537,ambulance,0,4
n02701002_15383,ambulance,0,3
n02701002_15392,ambulance,0,0
n02701002_154,ambulance,0,1
n02701002_1540,ambulance,0,1
n02701002_1541,ambulance,0,3
n02701002_15411,ambulance,0,4
n02701002_15417,ambulance,0,0
n02701002_1542,ambulance,0,1
n02701002_15420,ambulance,0,2
n02701002_15423,ambulance,0,2
n02701002_15428,ambulance,0,2
n02701002_1547,ambulance,0,4
n02701002_15523,ambulance,0,4
n02701002_1553,ambulance,0,0
n02701002_1555,ambulance,0,0
n02701002_15550,ambulance,0,1
n02701002_1557,ambulance,0,3
n02701002_15583,ambulance,0,3
n02701002_15609,ambulance,0,1
n02701002_1562,ambulance,0,1
n02701002_15638,ambulance,0,3
n02701002_15645,ambulance,0,3
n02701002_1565,ambulance,0,4
n02701002_15668,ambulance,0,1
n02701002_15727,ambulance,0,3
n02701002_15748,ambulance,0,1
n02701002_1576,ambulance,0,4
n02701002_15774,ambulance,0,2
n02701002_1578,ambulance,0,1
n02701002_15837,ambulance,0,1
n02701002_15843,ambulance,0,1
n02701002_15859,ambulance,0,1
n02701002_1588,ambulance,0,0
n02701002_15883,ambulance,0,4
n02701002_15898,ambulance,0,3
n02701002_15919,ambulance,0,2
n02701002_1592,ambulance,0,2
n02701002_15923,ambulance,0,4
n02701002_15924,ambulance,0,2
n02701002_1594,ambulance,0,1
n02701002_1595,ambulance,0,4
n02701002_1596,ambulance,0,3
n02701002_15965,ambulance,0,4
n02701002_1599,ambulance,0,4
n02701002_15993,ambulance,0,2
n02701002_16004,ambulance,0,1
n02701002_16027,ambulance,0,3
n02701002_1605,ambulance,0,4
n02701002_16062,ambulance,0,0
n02701002_16090,ambulance,0,3
n02701002_16116,ambulance,0,0
n02701002_16125,ambulance,0,3
n02701002_1614,ambulance,0,3
n02701002_16149,ambulance,0,0
n02701002_1615,ambulance,0,4
n02701002_1617,ambulance,0,0
n02701002_16183,ambulance,0,1
n02701002_1619,ambulance,0,3
n02701002_16208,ambulance,0,0
n02701002_1622,ambulance,0,3
n02701002_1623,ambulance,0,2
n02701002_1625,ambulance,0,4
n02701002_16281,ambulance,0,3
n02701002_1630,ambulance,0,4
n02701002_1631,ambulance,0,0
n02701002_1632,ambulance,0,0
n02701002_16347,ambulance,0,1
n02701002_16357,ambulance,0,1
n02701002_16377,ambulance,0,3
n02701002_16407,ambulance,0,3
n02701002_16435,ambulance,0,0
n02701002_16488,ambulance,0,0
n02701002_1649,ambulance,0,2
n02701002_165,ambulance,0,4
n02701002_16507,ambulance,0,1
n02701002_1658,ambulance,0,3
n02701002_16592,ambulance,0,2
n02701002_1660,ambulance,0,1
n02701002_16611,ambulance,0,0
n02701002_16612,ambulance,0,2
n02701002_1662,ambulance,0,1
n02701002_1663,ambulance,0,0
n02701002_1667,ambulance,0,1
n02701002_16688,ambulance,0,2
n02701002_16707,ambulance,0,4
n02701002_16708,ambulance,0,2
n02701002_1671,ambulance,0,1
n02701002_16750,ambulance,0,2
n02701002_1678,ambulance,0,0
n02701002_16803,ambulance,0,1
n02701002_1681,ambulance,0,2
n02701002_16871,ambulance,0,2
n02701002_1689,ambulance,0,0
n02701002_1691,ambulance,0,2
n02701002_16927,ambulance,0,0
n02701002_1693,ambulance,0,4
n02701002_16932,ambulance,0,3
n02701002_1695,ambulance,0,4
n02701002_17025,ambulance,0,4
n02701002_17030,ambulance,0,0
n02701002_17039,ambulance,0,3
n02701002_17067,ambulance,0,1
n02701002_17070,ambulance,0,4
n02701002_1709,ambulance,0,4
n02701002_17113,ambulance,0,3
n02701002_17119,ambulance,0,0
n02701002_1713,ambulance,0,3
n02701002_1714,ambulance,0,3
n02701002_17140,ambulance,0,3
n02701002_17149,ambulance,0,0
n02701002_1715,ambulance,0,1
n02701002_17150,ambulance,0,3
n02701002_17168,ambulance,0,0
n02701002_17209,ambulance,0,4
n02701002_1724,ambulance,0,0
n02701002_1732,ambulance,0,3
n02701002_1733,ambulance,0,2
n02701002_1735,ambulance,0,4
n02701002_1736,ambulance,0,4
n02701002_1737,ambulance,0,0
n02701002_17385,ambulance,0,4
n02701002_17416,ambulance,0,0
n02701002_1746,ambulance,0,3
n02701002_1748,ambulance,0,0
n02701002_17485,ambulance,0,3
n02701002_17491,ambulance,0,1
n02701002_17492,ambulance,0,4
n02701002_175,ambulance,0,4
n02701002_17500,ambulance,0,3
n02701002_1753,ambulance,0,3
n02701002_17576,ambulance,0,2
n02701002_1760,ambulance,0,1
n02701002_17620,ambulance,0,3
n02701002_1767,ambulance,0,2
n02701002_17717,ambulance,0,2
n02701002_1774,ambulance,0,3
n02701002_1775,ambulance,0,3
n02701002_1776,ambulance,0,1
n02701002_1777,ambulance,0,0
n02701002_17786,ambulance,0,0
n02701002_1780,ambulance,0,0
n02701002_17823,ambulance,0,1
n02701002_1785,ambulance,0,0
n02701002_1789,ambulance,0,3
n02701002_1792,ambulance,0,4
n02701002_1793,ambulance,0,4
n02701002_17933,ambulance,0,2
n02701002_17951,ambulance,0,0
n02701002_17954,ambulance,0,3
n02701002_1797,ambulance,0,0
n02701002_1802,ambulance,0,0
n02701002_18046,ambulance,0,3
n02701002_18064,ambulance,0,1
n02701002_1811,ambulance,0,2
n02701002_18112,ambulance,0,2
n02701002_1814,ambulance,0,4
n02701002_18146,ambulance,0,1
n02701002_1816,ambulance,0,2
n02701002_18162,ambulance,0,0
n02701002_1818,ambulance,0,3
n02701002_1819,ambulance,0,3
n02701002_1820,ambulance,0,3
n02701002_18232,ambulance,0,3
n02701002_18242,ambulance,0,4
n02701002_1830,ambulance,0,2
n02701002_1832,ambulance,0,2
n02701002_18342,ambulance,0,0
n02701002_18366,ambulance,0,2
n02701002_1837,ambulance,0,0
n02701002_18372,ambulance,0,0
n02701002_1839,ambulance,0,4
n02701002_18480,ambulance,0,0
n02701002_18490,ambulance,0,2
n02701002_18507,ambulance,0,1
n02701002_18508,ambulance,0,4
n02701002_18572,ambulance,0,4
n02701002_18600,ambulance,0,3
n02701002_18607,ambulance,0,1
n02701002_1864,ambulance,0,2
n02701002_18685,ambulance,0,1
n02701002_18691,ambulance,0,2
n02701002_18725,ambulance,0,4
n02701002_1886,ambulance,0,1
n02701002_1895,ambulance,0,2
n02701002_1904,ambulance,0,1
n02701002_1911,ambulance,0,2
n02701002_1914,ambulance,0,4
n02701002_1927,ambulance,0,3
n02701002_1928,ambulance,0,4
n02701002_1939,ambulance,0,0
n02701002_1943,ambulance,0,2
n02701002_1955,ambulance,0,0
n02701002_196,ambulance,0,3
n02701002_1966,ambulance,0,2
n02701002_197,ambulance,0,4
n02701002_1971,ambulance,0,4
n02701002_198,ambulance,0,0
n02701002_1987,ambulance,0,0
n02701002_199,ambulance,0,3
n02701002_1992,ambulance,0,0
n02701002_1995,ambulance,0,3
n02701002_20,ambulance,0,2
n02701002_2001,ambulance,0,4
n02701002_2006,ambulance,0,0
n02701002_2011,ambulance,0,4
n02701002_2012,ambulance,0,2
n02701002_2019,ambulance,0,3
n02701002_2021,ambulance,0,2
n02701002_2024,ambulance,0,1
n02701002_2043,ambulance,0,3
n02701002_2056,ambulance,0,0
n02701002_2064,ambulance,0,4
n02701002_2078,ambulance,0,2
n02701002_2090,ambulance,0,3
n02701002_2091,ambulance,0,4
n02701002_2097,ambulance,0,1
n02701002_2118,ambulance,0,3
n02701002_212,ambulance,0,3
n02701002_2122,ambulance,0,2
n02701002_2131,ambulance,0,4
n02701002_2134,ambulance,0,3
n02701002_2139,ambulance,0,1
n02701002_2140,ambulance,0,4
n02701002_2154,ambulance,0,3
n02701002_2157,ambulance,0,2
n02701002_2164,ambulance,0,1
n02701002_2166,ambulance,0,2
n02701002_2177,ambulance,0,3
n02701002_2187,ambulance,0,0
n02701002_2188,ambulance,0,0
n02701002_2194,ambulance,0,3
n02701002_2201,ambulance,0,4
n02701002_2216,ambulance,0,4
n02701002_2218,ambulance,0,1
n02701002_2220,ambulance,0,0
n02701002_2221,ambulance,0,2
n02701002_2224,ambulance,0,0
n02701002_2225,ambulance,0,1
n02701002_2227,ambulance,0,4
n02701002_2229,ambulance,0,0
n02701002_224,ambulance,0,4
n02701002_2241,ambulance,0,4
n02701002_2252,ambulance,0,4
n02701002_2256,ambulance,0,2
n02701002_2259,ambulance,0,0
n02701002_2275,ambulance,0,4
n02701002_2280,ambulance,0,3
n02701002_2288,ambulance,0,1
n02701002_2297,ambulance,0,1
n02701002_2299,ambulance,0,4
n02701002_2306,ambulance,0,2
n02701002_2307,ambulance,0,3
n02701002_2311,ambulance,0,1
n02701002_2327,ambulance,0,2
n02701002_2338,ambulance,0,1
n02701002_2343,ambulance,0,4
n02701002_2358,ambulance,0,4
n02701002_2361,ambulance,0,4
n02701002_2381,ambulance,0,4
n02701002_2397,ambulance,0,0
n02701002_2405,ambulance,0,1
n02701002_2408,ambulance,0,3
n02701002_2413,ambulance,0,1
n02701002_2418,ambulance,0,0
n02701002_2422,ambulance,0,1
n02701002_2425,ambulance,0,3
n02701002_2426,ambulance,0,2
n02701002_2435,ambulance,0,4
n02701002_244,ambulance,0,0
n02701002_2447,ambulance,0,4
n02701002_2449,ambulance,0,4
n02701002_2454,ambulance,0,1
n02701002_246,ambulance,0,0
n02701002_2464,ambulance,0,4
n02701002_2470,ambulance,0,0
n02701002_2478,ambulance,0,3
n02701002_248,ambulance,0,4
n02701002_2488,ambulance,0,4
n02701002_249,ambulance,0,3
n02701002_2492,ambulance,0,3
n02701002_2493,ambulance,0,1
n02701002_2503,ambulance,0,1
n02701002_2511,ambulance,0,1
n02701002_255,ambulance,0,4
n02701002_2553,ambulance,0,3
n02701002_2565,ambulance,0,3
n02701002_2590,ambulance,0,2
n02701002_2593,ambulance,0,1
n02701002_2616,ambulance,0,0
n02701002_2624,ambulance,0,4
n02701002_2625,ambulance,0,2
n02701002_2628,ambulance,0,4
n02701002_2636,ambulance,0,3
n02701002_2638,ambulance,0,3
n02701002_2639,ambulance,0,2
n02701002_2651,ambulance,0,2
n02701002_2664,ambulance,0,0
n02701002_2683,ambulance,0,3
n02701002_2693,ambulance,0,2
n02701002_2728,ambulance,0,3
n02701002_2732,ambulance,0,2
n02701002_274,ambulance,0,1
n02701002_2740,ambulance,0,3
n02701002_2741,ambulance,0,3
n02701002_2757,ambulance,0,2
n02701002_2758,ambulance,0,3
n02701002_276,ambulance,0,1
n02701002_278,ambulance,0,2
n02701002_2780,ambulance,0,3
n02701002_2785,ambulance,0,3
n02701002_2805,ambulance,0,2
n02701002_281,ambulance,0,0
n02701002_2821,ambulance,0,3
n02701002_2825,ambulance,0,3
n02701002_2832,ambulance,0,1
n02701002_2837,ambulance,0,1
n02701002_285,ambulance,0,3
n02701002_2863,ambulance,0,2
n02701002_2868,ambulance,0,0
n02701002_287,ambulance,0,4
n02701002_2872,ambulance,0,4
n02701002_288,ambulance,0,0
n02701002_2883,ambulance,0,1
n02701002_2889,ambulance,0,1
n02701002_2894,ambulance,0,1
n02701002_290,ambulance,0,4
n02701002_2907,ambulance,0,3
n02701002_2915,ambulance,0,3
n02701002_2928,ambulance,0,3
n02701002_2935,ambulance,0,0
n02701002_2936,ambulance,0,0
n02701002_2937,ambulance,0,3
n02701002_2940,ambulance,0,3
n02701002_2945,ambulance,0,4
n02701002_2962,ambulance,0,4
n02701002_2968,ambulance,0,2
n02701002_2972,ambulance,0,4
n02701002_2980,ambulance,0,4
n02701002_2982,ambulance,0,0
n02701002_2992,ambulance,0,1
n02701002_3003,ambulance,0,3
n02701002_3008,ambulance,0,2
n02701002_3010,ambulance,0,3
n02701002_3016,ambulance,0,2
n02701002_302,ambulance,0,2
n02701002_3024,ambulance,0,0
n02701002_3025,ambulance,0,1
n02701002_3029,ambulance,0,3
n02701002_3031,ambulance,0,3
n02701002_3032,ambulance,0,4
n02701002_3040,ambulance,0,0
n02701002_3049,ambulance,0,4
n02701002_3051,ambulance,0,3
n02701002_3053,ambulance,0,4
n02701002_3066,ambulance,0,0
n02701002_3068,ambulance,0,3
n02701002_3082,ambulance,0,2
n02701002_3086,ambulance,0,1
n02701002_3087,ambulance,0,2
n02701002_3094,ambulance,0,0
n02701002_3102,ambulance,0,4
n02701002_3107,ambulance,0,0
n02701002_3112,ambulance,0,3
n02701002_3113,ambulance,0,3
n02701002_3115,ambulance,0,0
n02701002_3118,ambulance,0,2
n02701002_3132,ambulance,0,0
n02701002_3136,ambulance,0,2
n02701002_3138,ambulance,0,3
n02701002_3154,ambulance,0,3
n02701002_3155,ambulance,0,3
n02701002_3156,ambulance,0,2
n02701002_3158,ambulance,0,2
n02701002_316,ambulance,0,4
n02701002_3161,ambulance,0,2
n02701002_3165,ambulance,0,2
n02701002_3167,ambulance,0,3
n02701002_3173,ambulance,0,0
n02701002_3177,ambulance,0,3
n02701002_3183,ambulance,0,0
n02701002_3185,ambulance,0,0
n02701002_3189,ambulance,0,4
n02701002_3190,ambulance,0,2
n02701002_3200,ambulance,0,2
n02701002_3201,ambulance,0,0
n02701002_3208,ambulance,0,2
n02701002_3209,ambulance,0,1
n02701002_3210,ambulance,0,1
n02701002_3212,ambulance,0,1
n02701002_3217,ambulance,0,4
n02701002_3219,ambulance,0,2
n02701002_322,ambulance,0,4
n02701002_3221,ambulance,0,0
n02701002_3223,ambulance,0,1
n02701002_3225,ambulance,0,4
n02701002_3227,ambulance,0,0
n02701002_3231,ambulance,0,0
n02701002_3236,ambulance,0,3
n02701002_3243,ambulance,0,4
n02701002_3251,ambulance,0,2
n02701002_3252,ambulance,0,4
n02701002_3254,ambulance,0,2
n02701002_3255,ambulance,0,2
n02701002_3263,ambulance,0,1
n02701002_3265,ambulance,0,0
n02701002_3266,ambulance,0,0
n02701002_3268,ambulance,0,3
n02701002_3269,ambulance,0,0
n02701002_3276,ambulance,0,4
n02701002_3279,ambulance,0,1
n02701002_328,ambulance,0,1
n02701002_3292,ambulance,0,3
n02701002_3302,ambulance,0,4
n02701002_3305,ambulance,0,3
n02701002_3310,ambulance,0,0
n02701002_3315,ambulance,0,4
n02701002_3318,ambulance,0,1
n02701002_3324,ambulance,0,4
n02701002_3326,ambulance,0,4
n02701002_333,ambulance,0,4
n02701002_3335,ambulance,0,4
n02701002_3340,ambulance,0,0
n02701002_3346,ambulance,0,2
n02701002_3348,ambulance,0,0
n02701002_3349,ambulance,0,3
n02701002_336,ambulance,0,2
n02701002_3361,ambulance,0,0
n02701002_3372,ambulance,0,1
n02701002_3379,ambulance,0,4
n02701002_3381,ambulance,0,2
n02701002_3387,ambulance,0,1
n02701002_3389,ambulance,0,2
n02701002_3391,ambulance,0,4
n02701002_3397,ambulance,0,3
n02701002_340,ambulance,0,0
n02701002_3402,ambulance,0,3
n02701002_3405,ambulance,0,3
n02701002_3406,ambulance,0,1
n02701002_3409,ambulance,0,0
n02701002_3420,ambulance,0,4
n02701002_3423,ambulance,0,3
n02701002_3428,ambulance,0,4
n02701002_3434,ambulance,0,0
n02701002_3436,ambulance,0,3
n02701002_3441,ambulance,0,4
n02701002_3457,ambulance,0,0
n02701002_3461,ambulance,0,0
n02701002_3463,ambulance,0,0
n02701002_3466,ambulance,0,2
n02701002_3469,ambulance,0,3
n02701002_3479,ambulance,0,2
n02701002_3480,ambulance,0,3
n02701002_3481,ambulance,0,1
n02701002_3486,ambulance,0,1
n02701002_3500,ambulance,0,2
n02701002_3508,ambulance,0,3
n02701002_351,ambulance,0,2
n02701002_3514,ambulance,0,2
n02701002_3517,ambulance,0,0
n02701002_3522,ambulance,0,4
n02701002_3528,ambulance,0,3
n02701002_353,ambulance,0,3
n02701002_3530,ambulance,0,0
n02701002_3533,ambulance,0,1
n02701002_354,ambulance,0,4
n02701002_3542,ambulance,0,3
n02701002_3543,ambulance,0,2
n02701002_3549,ambulance,0,3
n02701002_3553,ambulance,0,3
n02701002_3559,ambulance,0,0
n02701002_356,ambulance,0,3
n02701002_3561,ambulance,0,0
n02701002_3563,ambulance,0,4
n02701002_3564,ambulance,0,0
n02701002_3572,ambulance,0,1
n02701002_3573,ambulance,0,4
n02701002_3579,ambulance,0,0
n02701002_3584,ambulance,0,3
n02701002_3592,ambulance,0,0
n02701002_3598,ambulance,0,0
n02701002_3599,ambulance,0,3
n02701002_3601,ambulance,0,2
n02701002_3608,ambulance,0,1
n02701002_3612,ambulance,0,0
n02701002_3615,ambulance,0,0
n02701002_3616,ambulance,0,1
n02701002_3629,ambulance,0,3
n02701002_3632,ambulance,0,1
n02701002_3633,ambulance,0,2
n02701002_3639,ambulance,0,3
n02701002_3644,ambulance,0,4
n02701002_3646,ambulance,0,4
n02701002_3660,ambulance,0,1
n02701002_3664,ambulance,0,0
n02701002_3665,ambulance,0,0
n02701002_3668,ambulance,0,1
n02701002_3669,ambulance,0,2
n02701002_3672,ambulance,0,3
n02701002_3673,ambulance,0,0
n02701002_3674,ambulance,0,4
n02701002_368,ambulance,0,1
n02701002_3680,ambulance,0,1
n02701002_3682,ambulance,0,0
n02701002_369,ambulance,0,1
n02701002_3690,ambulance,0,2
n02701002_3694,ambulance,0,2
n02701002_3698,ambulance,0,2
n02701002_37,ambulance,0,0
n02701002_3700,ambulance,0,0
n02701002_3705,ambulance,0,0
n02701002_3713,ambulance,0,2
n02701002_3717,ambulance,0,4
