stem,cls,repeat,fold
n07590611_11918,hotpot,0,0
n07590611_11944,hotpot,0,1
n07590611_11957,hotpot,0,1
n07590611_11968,hotpot,0,0
n07590611_11999,hotpot,0,3
n07590611_12022,hotpot,0,0
n07590611_12044,hotpot,0,2
n07590611_12055,hotpot,0,4
n07590611_12088,hotpot,0,1
n07590611_12104,hotpot,0,1
n07590611_12110,hotpot,0,0
n07590611_12151,hotpot,0,4
n07590611_12157,hotpot,0,1
n07590611_1216,hotpot,0,0
n07590611_12177,hotpot,0,4
n07590611_12185,hotpot,0,0
n07590611_12203,hotpot,0,2
n07590611_12209,hotpot,0,3
n07590611_12232,hotpot,0,1
n07590611_12237,hotpot,0,4
n07590611_12242,hotpot,0,2
n07590611_12249,hotpot,0,0
n07590611_12293,hotpot,0,4
n07590611_12315,hotpot,0,3
n07590611_12349,hotpot,0,4
n07590611_12379,hotpot,0,2
n07590611_1238,hotpot,0,1
n07590611_12394,hotpot,0,4
n07590611_12466,hotpot,0,3
n07590611_12475,hotpot,0,0
n07590611_12493,hotpot,0,2
n07590611_12494,hotpot,0,2
n07590611_12514,hotpot,0,4
n07590611_12516,hotpot,0,0
n07590611_12522,hotpot,0,3
n07590611_12535,hotpot,0,3
n07590611_1255,hotpot,0,3
n07590611_12596,hotpot,0,4
n07590611_12609,hotpot,0,0
n07590611_1261,hotpot,0,4
n07590611_12621,hotpot,0,1
n07590611_12626,hotpot,0,2
n07590611_12633,hotpot,0,3
n07590611_12660,hotpot,0,0
n07590611_12697,hotpot,0,1
n07590611_12707,hotpot,0,1
n07590611_12732,hotpot,0,2
n07590611_12740,hotpot,0,4
n07590611_12787,hotpot,0,1
n07590611_12800,hotpot,0,3
n07590611_1282,hotpot,0,3
n07590611_12821,hotpot,0,0
n07590611_12825,hotpot,0,1
n07590611_12852,hotpot,0,1
n07590611_12857,hotpot,0,4
n07590611_12871,hotpot,0,0
n07590611_12888,hotpot,0,3
n07590611_12913,hotpot,0,0
n07590611_12918,hotpot,0,3
n07590611_12949,hotpot,0,2
n07590611_12962,hotpot,0,3
n07590611_12993,hotpot,0,1
n07590611_12995,hotpot,0,4
n07590611_13,hotpot,0,1
n07590611_13013,hotpot,0,1
n07590611_13043,hotpot,0,2
n07590611_13057,hotpot,0,0
n07590611_13061,hotpot,0,2
n07590611_13066,hotpot,0,1
n07590611_13078,hotpot,0,2
n07590611_13080,hotpot,0,3
n07590611_13083,hotpot,0,4
n07590611_13089,hotpot,0,4
n07590611_13108,hotpot,0,0
n07590611_13127,hotpot,0,0
n07590611_13196,hotpot,0,3
n07590611_13212,hotpot,0,3
n07590611_1322,hotpot,0,2
n07590611_13234,hotpot,0,1
n07590611_13236,hotpot,0,4
n07590611_13243,hotpot,0,1
n07590611_1329,hotpot,0,0
n07590611_13292,hotpot,0,3
n07590611_133,hotpot,0,2
n07590611_13302,hotpot,0,0
n07590611_13320,hotpot,0,1
n07590611_13339,hotpot,0,3
n07590611_13348,hotpot,0,0
n07590611_13354,hotpot,0,3
n07590611_13358,hotpot,0,4
n07590611_13435,hotpot,0,0
n07590611_13442,hotpot,0,4
n07590611_13450,hotpot,0,2
n07590611_13467,hotpot,0,4
n07590611_13475,hotpot,0,4
n07590611_13514,hotpot,0,4
n07590611_13522,hotpot,0,2
n07590611_13529,hotpot,0,0
n07590611_13531,hotpot,0,3
n07590611_13547,hotpot,0,1
n07590611_13558,hotpot,0,1
n07590611_13579,hotpot,0,2
n07590611_13589,hotpot,0,4
n07590611_13595,hotpot,0,1
n07590611_13647,hotpot,0,3
n07590611_13650,hotpot,0,4
n07590611_13678,hotpot,0,0
n07590611_13681,hotpot,0,2
n07590611_13718,hotpot,0,2
n07590611_13722,hotpot,0,3
n07590611_13732,hotpot,0,1
n07590611_1374,hotpot,0,0
n07590611_13741,hotpot,0,1
n07590611_1376,hotpot,0,2
n07590611_13761,hotpot,0,1
n07590611_1377,hotpot,0,3
n07590611_13775,hotpot,0,2
n07590611_13780,hotpot,0,3
n07590611_13805,hotpot,0,2
n07590611_13827,hotpot,0,3
n07590611_1383,hotpot,0,2
n07590611_13840,hotpot,0,3
n07590611_13847,hotpot,0,1
n07590611_13886,hotpot,0,1
n07590611_13889,hotpot,0,0
n07590611_13903,hotpot,0,0
n07590611_13916,hotpot,0,4
n07590611_13922,hotpot,0,4
n07590611_13927,hotpot,0,4
n07590611_13928,hotpot,0,0
n07590611_1394,hotpot,0,3
n07590611_13940,hotpot,0,4
n07590611_1399,hotpot,0,4
n07590611_13991,hotpot,0,4
n07590611_14028,hotpot,0,3
n07590611_14031,hotpot,0,1
n07590611_1407,hotpot,0,1
n07590611_14073,hotpot,0,3
n07590611_14107,hotpot,0,0
n07590611_14150,hotpot,0,2
n07590611_14229,hotpot,0,4
n07590611_14248,hotpot,0,3
n07590611_14255,hotpot,0,0
n07590611_14322,hotpot,0,3
n07590611_14369,hotpot,0,2
n07590611_14370,hotpot,0,1
n07590611_14392,hotpot,0,0
n07590611_14396,hotpot,0,2
n07590611_1443,hotpot,0,2
n07590611_14436,hotpot,0,0
n07590611_14465,hotpot,0,1
n07590611_14493,hotpot,0,3
n07590611_14508,hotpot,0,4
n07590611_14527,hotpot,0,0
n07590611_14533,hotpot,0,3
n07590611_1459,hotpot,0,0
n07590611_14604,hotpot,0,3
n07590611_14606,hotpot,0,4
n07590611_14617,hotpot,0,3
n07590611_14624,hotpot,0,1
n07590611_14628,hotpot,0,2
n07590611_14651,hotpot,0,2
n07590611_14652,hotpot,0,4
n07590611_1466,hotpot,0,0
n07590611_14675,hotpot,0,4
n07590611_14731,hotpot,0,2
n07590611_14736,hotpot,0,4
n07590611_14760,hotpot,0,3
n07590611_14775,hotpot,0,1
n07590611_14788,hotpot,0,2
n07590611_14808,hotpot,0,0
n07590611_14828,hotpot,0,2
n07590611_1483,hotpot,0,0
n07590611_1486,hotpot,0,3
n07590611_14860,hotpot,0,2
n07590611_14862,hotpot,0,0
n07590611_14871,hotpot,0,3
n07590611_14906,hotpot,0,0
n07590611_1494,hotpot,0,1
n07590611_1495,hotpot,0,1
n07590611_1496,hotpot,0,0
n07590611_14981,hotpot,0,0
n07590611_1500,hotpot,0,0
n07590611_15040,hotpot,0,0
n07590611_1505,hotpot,0,0
n07590611_1506,hotpot,0,0
n07590611_15090,hotpot,0,0
n07590611_151,hotpot,0,0
n07590611_15113,hotpot,0,2
n07590611_15135,hotpot,0,3
n07590611_1516,hotpot,0,3
n07590611_1517,hotpot,0,2
n07590611_15226,hotpot,0,3
n07590611_1524,hotpot,0,4
n07590611_15243,hotpot,0,0
n07590611_15254,hotpot,0,3
n07590611_15269,hotpot,0,0
n07590611_15305,hotpot,0,0
n07590611_15321,hotpot,0,0
n07590611_1536,hotpot,0,4
n07590611_1537,hotpot,0,4
n07590611_15396,hotpot,0,4
n07590611_15432,hotpot,0,4
n07590611_15480,hotpot,0,1
n07590611_15492,hotpot,0,4
n07590611_15508,hotpot,0,4
n07590611_15529,hotpot,0,3
n07590611_15534,hotpot,0,0
n07590611_15738,hotpot,0,0
n07590611_15757,hotpot,0,3
n07590611_1576,hotpot,0,1
n07590611_158,hotpot,0,0
n07590611_15804,hotpot,0,4
n07590611_15812,hotpot,0,0
n07590611_15858,hotpot,0,1
n07590611_15873,hotpot,0,2
n07590611_1596,hotpot,0,4
n07590611_15985,hotpot,0,1
n07590611_16009,hotpot,0,3
n07590611_1602,hotpot,0,2
n07590611_16034,hotpot,0,1
n07590611_16054,hotpot,0,2
n07590611_16059,hotpot,0,4
n07590611_16083,hotpot,0,3
n07590611_16089,hotpot,0,0
n07590611_16095,hotpot,0,2
n07590611_16157,hotpot,0,0
n07590611_16159,hotpot,0,3
n07590611_16216,hotpot,0,1
n07590611_16336,hotpot,0,0
n07590611_16338,hotpot,0,3
n07590611_16398,hotpot,0,3
n07590611_16404,hotpot,0,3
n07590611_16410,hotpot,0,2
n07590611_16422,hotpot,0,4
n07590611_16429,hotpot,0,4
n07590611_16457,hotpot,0,0
n07590611_1648,hotpot,0,2
n07590611_16510,hotpot,0,1
n07590611_1655,hotpot,0,3
n07590611_16607,hotpot,0,4
n07590611_16706,hotpot,0,3
n07590611_16707,hotpot,0,0
n07590611_16718,hotpot,0,2
n07590611_1672,hotpot,0,4
n07590611_16742,hotpot,0,2
n07590611_16771,hotpot,0,0
n07590611_16792,hotpot,0,2
n07590611_16813,hotpot,0,4
n07590611_16820,hotpot,0,1
n07590611_16884,hotpot,0,2
n07590611_16979,hotpot,0,1
n07590611_17003,hotpot,0,3
n07590611_17044,hotpot,0,0
n07590611_1705,hotpot,0,4
n07590611_17087,hotpot,0,3
n07590611_17194,hotpot,0,0
n07590611_17198,hotpot,0,3
n07590611_17199,hotpot,0,2
n07590611_17257,hotpot,0,3
n07590611_17361,hotpot,0,1
n07590611_17364,hotpot,0,2
n07590611_17389,hotpot,0,4
n07590611_17411,hotpot,0,3
n07590611_17422,hotpot,0,0
n07590611_17485,hotpot,0,0
n07590611_1750,hotpot,0,1
n07590611_17507,hotpot,0,2
n07590611_17540,hotpot,0,1
n07590611_17557,hotpot,0,3
n07590611_17560,hotpot,0,0
n07590611_17634,hotpot,0,0
n07590611_17675,hotpot,0,3
n07590611_17763,hotpot,0,1
n07590611_17807,hotpot,0,4
n07590611_1785,hotpot,0,3
n07590611_17866,hotpot,0,4
n07590611_1789,hotpot,0,0
n07590611_17894,hotpot,0,2
n07590611_17896,hotpot,0,4
n07590611_17912,hotpot,0,1
n07590611_17948,hotpot,0,4
n07590611_17949,hotpot,0,0
n07590611_17959,hotpot,0,1
n07590611_18022,hotpot,0,0
n07590611_18060,hotpot,0,0
n07590611_18076,hotpot,0,2
n07590611_18083,hotpot,0,0
n07590611_1809,hotpot,0,0
n07590611_18149,hotpot,0,0
n07590611_18151,hotpot,0,1
n07590611_18177,hotpot,0,3
n07590611_18195,hotpot,0,0
n07590611_182,hotpot,0,2
n07590611_18225,hotpot,0,3
n07590611_18238,hotpot,0,3
n07590611_183,hotpot,0,1
n07590611_18309,hotpot,0,1
n07590611_18312,hotpot,0,0
n07590611_18342,hotpot,0,0
n07590611_1835,hotpot,0,2
n07590611_1837,hotpot,0,4
n07590611_18436,hotpot,0,4
n07590611_18450,hotpot,0,2
n07590611_1852,hotpot,0,4
n07590611_18552,hotpot,0,0
n07590611_18740,hotpot,0,2
n07590611_18741,hotpot,0,4
n07590611_18757,hotpot,0,2
n07590611_18823,hotpot,0,1
n07590611_18855,hotpot,0,0
n07590611_1888,hotpot,0,1
n07590611_1890,hotpot,0,0
n07590611_18920,hotpot,0,3
n07590611_18951,hotpot,0,3
n07590611_19052,hotpot,0,1
n07590611_19063,hotpot,0,2
n07590611_19068,hotpot,0,3
n07590611_19069,hotpot,0,3
n07590611_19100,hotpot,0,2
n07590611_19144,hotpot,0,0
n07590611_19166,hotpot,0,1
n07590611_1919,hotpot,0,3
n07590611_19196,hotpot,0,4
n07590611_19226,hotpot,0,1
n07590611_19244,hotpot,0,2
n07590611_1935,hotpot,0,0
n07590611_19363,hotpot,0,2
n07590611_19407,hotpot,0,0
n07590611_19425,hotpot,0,0
n07590611_19427,hotpot,0,2
n07590611_19455,hotpot,0,3
n07590611_19468,hotpot,0,3
n07590611_1949,hotpot,0,2
n07590611_19541,hotpot,0,4
n07590611_19551,hotpot,0,4
n07590611_19556,hotpot,0,2
n07590611_19565,hotpot,0,0
n07590611_1963,hotpot,0,3
n07590611_19639,hotpot,0,0
n07590611_19663,hotpot,0,4
n07590611_1973,hotpot,0,1
n07590611_19771,hotpot,0,0
n07590611_19809,hotpot,0,2
n07590611_19893,hotpot,0,4
n07590611_19940,hotpot,0,4
n07590611_19947,hotpot,0,4
n07590611_19963,hotpot,0,1
n07590611_19980,hotpot,0,3
n07590611_20012,hotpot,0,4
n07590611_20102,hotpot,0,3
n07590611_20152,hotpot,0,3
n07590611_20166,hotpot,0,2
n07590611_20173,hotpot,0,4
n07590611_20180,hotpot,0,1
n07590611_20257,hotpot,0,0
n07590611_20297,hotpot,0,4
n07590611_20299,hotpot,0,4
n07590611_20318,hotpot,0,2
n07590611_20349,hotpot,0,0
n07590611_20364,hotpot,0,3
n07590611_20369,hotpot,0,2
n07590611_20371,hotpot,0,2
n07590611_20454,hotpot,0,4
n07590611_20477,hotpot,0,1
n07590611_20483,hotpot,0,1
n07590611_20547,hotpot,0,3
n07590611_20596,hotpot,0,1
n07590611_20602,hotpot,0,0
n07590611_20659,hotpot,0,4
n07590611_2066,hotpot,0,3
n07590611_20688,hotpot,0,3
n07590611_20705,hotpot,0,3
n07590611_20758,hotpot,0,1
n07590611_20764,hotpot,0,1
n07590611_20766,hotpot,0,2
n07590611_20784,hotpot,0,1
n07590611_20793,hotpot,0,0
n07590611_2084,hotpot,0,1
n07590611_20842,hotpot,0,3
n07590611_20876,hotpot,0,2
n07590611_20881,hotpot,0,0
n07590611_20901,hotpot,0,4
n07590611_20905,hotpot,0,1
n07590611_20911,hotpot,0,1
n07590611_20969,hotpot,0,0
n07590611_21016,hotpot,0,0
n07590611_21035,hotpot,0,2
n07590611_21085,hotpot,0,0
n07590611_21091,hotpot,0,1
n07590611_21112,hotpot,0,0
n07590611_21282,hotpot,0,1
n07590611_21305,hotpot,0,2
n07590611_21339,hotpot,0,3
n07590611_21352,hotpot,0,1
n07590611_21463,hotpot,0,3
n07590611_2151,hotpot,0,1
n07590611_21517,hotpot,0,1
n07590611_21542,hotpot,0,0
n07590611_21544,hotpot,0,1
n07590611_21570,hotpot,0,2
n07590611_21595,hotpot,0,0
n07590611_21596,hotpot,0,4
n07590611_21649,hotpot,0,4
n07590611_21666,hotpot,0,4
n07590611_21690,hotpot,0,4
n07590611_2175,hotpot,0,2
n07590611_21810,hotpot,0,0
n07590611_21878,hotpot,0,2
n07590611_21895,hotpot,0,4
n07590611_219,hotpot,0,4
n07590611_21914,hotpot,0,2
n07590611_21950,hotpot,0,1
n07590611_21963,hotpot,0,4
n07590611_21968,hotpot,0,0
n07590611_22034,hotpot,0,3
n07590611_22056,hotpot,0,0
n07590611_22080,hotpot,0,0
n07590611_22119,hotpot,0,0
n07590611_22144,hotpot,0,1
n07590611_2223,hotpot,0,3
n07590611_22269,hotpot,0,4
n07590611_2228,hotpot,0,4
n07590611_22306,hotpot,0,0
n07590611_22331,hotpot,0,2
n07590611_2238,hotpot,0,1
n07590611_22416,hotpot,0,3
n07590611_22556,hotpot,0,1
n07590611_22564,hotpot,0,4
n07590611_2257,hotpot,0,4
n07590611_2274,hotpot,0,4
n07590611_22790,hotpot,0,2
n07590611_22804,hotpot,0,0
n07590611_22813,hotpot,0,3
n07590611_22841,hotpot,0,0
n07590611_22912,hotpot,0,2
n07590611_22939,hotpot,0,4
n07590611_23013,hotpot,0,4
n07590611_23058,hotpot,0,0
n07590611_23060,hotpot,0,1
n07590611_23084,hotpot,0,0
n07590611_23121,hotpot,0,3
n07590611_23159,hotpot,0,3
n07590611_23264,hotpot,0,0
n07590611_23267,hotpot,0,4
n07590611_2328,hotpot,0,2
n07590611_23287,hotpot,0,4
n07590611_23293,hotpot,0,2
n07590611_23328,hotpot,0,0
n07590611_23331,hotpot,0,1
n07590611_2337,hotpot,0,1
n07590611_23394,hotpot,0,3
n07590611_23429,hotpot,0,0
n07590611_23453,hotpot,0,0
n07590611_23486,hotpot,0,4
n07590611_2351,hotpot,0,3
n07590611_23593,hotpot,0,2
n07590611_23645,hotpot,0,1
n07590611_23660,hotpot,0,0
n07590611_23743,hotpot,0,3
n07590611_23761,hotpot,0,4
n07590611_23833,hotpot,0,4
n07590611_23880,hotpot,0,2
n07590611_23931,hotpot,0,4
n07590611_23942,hotpot,0,0
n07590611_23967,hotpot,0,2
n07590611_24028,hotpot,0,0
n07590611_24040,hotpot,0,1
n07590611_24041,hotpot,0,0
n07590611_24110,hotpot,0,0
n07590611_2422,hotpot,0,2
n07590611_24255,hotpot,0,3
n07590611_2436,hotpot,0,2
n07590611_24414,hotpot,0,3
n07590611_24553,hotpot,0,3
n07590611_24573,hotpot,0,3
n07590611_24587,hotpot,0,4
n07590611_24628,hotpot,0,1
n07590611_24635,hotpot,0,4
n07590611_2465,hotpot,0,0
n07590611_24676,hotpot,0,3
n07590611_24735,hotpot,0,2
n07590611_24747,hotpot,0,4
n07590611_24748,hotpot,0,2
n07590611_24749,hotpot,0,4
n07590611_24752,hotpot,0,2
n07590611_24775,hotpot,0,1
n07590611_24822,hotpot,0,0
n07590611_2491,hotpot,0,2
n07590611_2498,hotpot,0,4
n07590611_2504,hotpot,0,3
n07590611_2517,hotpot,0,3
n07590611_2524,hotpot,0,2
n07590611_2547,hotpot,0,1
n07590611_2549,hotpot,0,0
n07590611_2551,hotpot,0,4
n07590611_2558,hotpot,0,0
n07590611_2572,hotpot,0,3
n07590611_2581,hotpot,0,3
n07590611_2594,hotpot,0,0
n07590611_2630,hotpot,0,4
n07590611_2657,hotpot,0,2
n07590611_2786,hotpot,0,2
n07590611_2796,hotpot,0,1
n07590611_2830,hotpot,0,0
n07590611_2839,hotpot,0,3
n07590611_2843,hotpot,0,2
n07590611_2849,hotpot,0,3
n07590611_2856,hotpot,0,1
n07590611_2860,hotpot,0,0
n07590611_2867,hotpot,0,1
n07590611_2871,hotpot,0,0
n07590611_2886,hotpot,0,1
n07590611_2904,hotpot,0,3
n07590611_2917,hotpot,0,4
n07590611_2926,hotpot,0,4
n07590611_2932,hotpot,0,4
n07590611_2963,hotpot,0,2
n07590611_2965,hotpot,0,1
n07590611_3001,hotpot,0,4
n07590611_3018,hotpot,0,3
n07590611_3026,hotpot,0,2
n07590611_3028,hotpot,0,0
n07590611_3038,hotpot,0,4
n07590611_3061,hotpot,0,4
n07590611_3072,hotpot,0,4
n07590611_3082,hotpot,0,1
n07590611_3126,hotpot,0,0
n07590611_3129,hotpot,0,1
n07590611_3135,hotpot,0,3
n07590611_3155,hotpot,0,1
n07590611_3158,hotpot,0,3
n07590611_3179,hotpot,0,3
n07590611_3195,hotpot,0,2
n07590611_322,hotpot,0,0
n07590611_3222,hotpot,0,3
n07590611_3262,hotpot,0,0
n07590611_3270,hotpot,0,0
n07590611_3297,hotpot,0,0
n07590611_3321,hotpot,0,0
n07590611_3343,hotpot,0,2
n07590611_3352,hotpot,0,1
n07590611_3357,hotpot,0,2
n07590611_3359,hotpot,0,3
n07590611_3385,hotpot,0,1
n07590611_3398,hotpot,0,2
n07590611_3439,hotpot,0,4
n07590611_3469,hotpot,0,0
n07590611_3470,hotpot,0,1
n07590611_3485,hotpot,0,0
n07590611_3510,hotpot,0,4
n07590611_3521,hotpot,0,0
n07590611_3535,hotpot,0,4
n07590611_3565,hotpot,0,1
n07590611_3575,hotpot,0,4
n07590611_3582,hotpot,0,4
n07590611_3587,hotpot,0,4
n07590611_3594,hotpot,0,1
n07590611_3603,hotpot,0,0
n07590611_3616,hotpot,0,3
n07590611_3629,hotpot,0,4
n07590611_365,hotpot,0,0
n07590611_3666,hotpot,0,4
n07590611_3673,hotpot,0,3
n07590611_3677,hotpot,0,0
n07590611_371,hotpot,0,1
n07590611_3714,hotpot,0,2
n07590611_3724,hotpot,0,2
n07590611_3745,hotpot,0,3
n07590611_3746,hotpot,0,3
n07590611_3747,hotpot,0,2
n07590611_3764,hotpot,0,1
n07590611_3775,hotpot,0,2
n07590611_3788,hotpot,0,2
n07590611_3812,hotpot,0,2
n07590611_3814,hotpot,0,4
n07590611_3841,hotpot,0,4
n07590611_3874,hotpot,0,1
n07590611_3893,hotpot,0,1
n07590611_3898,hotpot,0,4
n07590611_390,hotpot,0,4
n07590611_3900,hotpot,0,2
n07590611_3917,hotpot,0,0
n07590611_3962,hotpot,0,4
n07590611_3994,hotpot,0,1
n07590611_3999,hotpot,0,4
n07590611_4010,hotpot,0,0
n07590611_4057,hotpot,0,1
n07590611_4066,hotpot,0,4
n07590611_4095,hotpot,0,1
n07590611_4104,hotpot,0,0
n07590611_4143,hotpot,0,1
n07590611_4158,hotpot,0,1
n07590611_4170,hotpot,0,3
n07590611_4215,hotpot,0,2
n07590611_4272,hotpot,0,4
n07590611_4292,hotpot,0,0
n07590611_4302,hotpot,0,0
n07590611_4341,hotpot,0,4
n07590611_4379,hotpot,0,4
n07590611_4404,hotpot,0,2
n07590611_4429,hotpot,0,0
n07590611_4440,hotpot,0,3
n07590611_45,hotpot,0,4
n07590611_4524,hotpot,0,2
n07590611_4537,hotpot,0,1
n07590611_4547,hotpot,0,1
n07590611_4549,hotpot,0,1
n07590611_4550,hotpot,0,3
n07590611_4574,hotpot,0,3
n07590611_4592,hotpot,0,1
n07590611_4605,hotpot,0,3
n07590611_4641,hotpot,0,2
n07590611_4657,hotpot,0,0
n07590611_4672,hotpot,0,0
n07590611_4680,hotpot,0,2
n07590611_4700,hotpot,0,1
n07590611_4714,hotpot,0,3
n07590611_4738,hotpot,0,0
n07590611_4749,hotpot,0,3
n07590611_4848,hotpot,0,1
n07590611_4860,hotpot,0,1
n07590611_4863,hotpot,0,0
n07590611_4893,hotpot,0,4
n07590611_4896,hotpot,0,3
n07590611_4915,hotpot,0,1
n07590611_4922,hotpot,0,1
n07590611_4931,hotpot,0,2
n07590611_4938,hotpot,0,1
n07590611_4966,hotpot,0,3
n07590611_4992,hotpot,0,4
n07590611_5001,hotpot,0,3
n07590611_5010,hotpot,0,1
n07590611_5011,hotpot,0,0
n07590611_5040,hotpot,0,4
n07590611_5060,hotpot,0,3
n07590611_5084,hotpot,0,0
n07590611_5089,hotpot,0,1
n07590611_5092,hotpot,0,0
n07590611_5093,hotpot,0,1
n07590611_5126,hotpot,0,1
n07590611_5139,hotpot,0,1
n07590611_5149,hotpot,0,2
n07590611_5171,hotpot,0,1
n07590611_5181,hotpot,0,1
n07590611_5192,hotpot,0,0
n07590611_5253,hotpot,0,4
n07590611_5262,hotpot,0,0
n07590611_5275,hotpot,0,3
n07590611_5277,hotpot,0,0
n07590611_528,hotpot,0,3
n07590611_5309,hotpot,0,3
n07590611_5310,hotpot,0,0
n07590611_5329,hotpot,0,4
n07590611_5335,hotpot,0,3
n07590611_535,hotpot,0,2
n07590611_5364,hotpot,0,4
n07590611_5369,hotpot,0,0
n07590611_5382,hotpot,0,3
n07590611_5387,hotpot,0,1
n07590611_5395,hotpot,0,4
n07590611_5396,hotpot,0,4
n07590611_5411,hotpot,0,1
n07590611_5421,hotpot,0,1
n07590611_5429,hotpot,0,1
n07590611_5441,hotpot,0,4
n07590611_5442,hotpot,0,3
n07590611_5462,hotpot,0,0
n07590611_548,hotpot,0,1
n07590611_5480,hotpot,0,4
n07590611_5483,hotpot,0,4
n07590611_5497,hotpot,0,2
n07590611_5508,hotpot,0,3
n07590611_5523,hotpot,0,3
n07590611_5524,hotpot,0,4
n07590611_5532,hotpot,0,4
n07590611_5581,hotpot,0,1
n07590611_5614,hotpot,0,1
n07590611_5637,hotpot,0,2
n07590611_5671,hotpot,0,3
n07590611_5681,hotpot,0,3
n07590611_569,hotpot,0,1
n07590611_573,hotpot,0,1
n07590611_5743,hotpot,0,2
n07590611_5754,hotpot,0,2
n07590611_5757,hotpot,0,0
n07590611_5761,hotpot,0,0
n07590611_5762,hotpot,0,1
n07590611_5768,hotpot,0,1
n07590611_5771,hotpot,0,4
n07590611_5774,hotpot,0,2
n07590611_5776,hotpot,0,1
n07590611_5778,hotpot,0,1
n07590611_5785,hotpot,0,2
