stem,cls,repeat,fold
n02206856_1914,bee,0,1
n02206856_192,bee,0,0
n02206856_1923,bee,0,0
n02206856_1924,bee,0,2
n02206856_1927,bee,0,0
n02206856_1928,bee,0,0
n02206856_1941,bee,0,4
n02206856_1942,bee,0,0
n02206856_1944,bee,0,1
n02206856_1945,bee,0,0
n02206856_1954,bee,0,1
n02206856_1961,bee,0,4
n02206856_1966,bee,0,2
n02206856_1969,bee,0,2
n02206856_1972,bee,0,3
n02206856_1974,bee,0,4
n02206856_1975,bee,0,1
n02206856_1978,bee,0,2
n02206856_198,bee,0,0
n02206856_1982,bee,0,0
n02206856_1984,bee,0,1
n02206856_1987,bee,0,4
n02206856_1990,bee,0,2
n02206856_1992,bee,0,2
n02206856_1993,bee,0,2
n02206856_1996,bee,0,2
n02206856_1999,bee,0,4
n02206856_200,bee,0,3
n02206856_201,bee,0,2
n02206856_2011,bee,0,0
n02206856_2012,bee,0,3
n02206856_2020,bee,0,2
n02206856_2022,bee,0,4
n02206856_2024,bee,0,1
n02206856_2025,bee,0,4
n02206856_2026,bee,0,1
n02206856_2028,bee,0,1
n02206856_2036,bee,0,1
n02206856_2037,bee,0,0
n02206856_205,bee,0,4
n02206856_2058,bee,0,0
n02206856_2063,bee,0,0
n02206856_2066,bee,0,2
n02206856_207,bee,0,0
n02206856_2072,bee,0,0
n02206856_2074,bee,0,3
n02206856_2076,bee,0,1
n02206856_2078,bee,0,3
n02206856_2081,bee,0,4
n02206856_2086,bee,0,3
n02206856_2092,bee,0,2
n02206856_2094,bee,0,2
n02206856_2105,bee,0,3
n02206856_2106,bee,0,0
n02206856_2109,bee,0,3
n02206856_2115,bee,0,0
n02206856_2117,bee,0,1
n02206856_2118,bee,0,1
n02206856_212,bee,0,1
n02206856_213,bee,0,0
n02206856_2133,bee,0,3
n02206856_2135,bee,0,3
n02206856_2141,bee,0,1
n02206856_2143,bee,0,2
n02206856_2150,bee,0,0
n02206856_2152,bee,0,0
n02206856_2163,bee,0,4
n02206856_2164,bee,0,0
n02206856_2165,bee,0,3
n02206856_2180,bee,0,3
n02206856_2185,bee,0,0
n02206856_2187,bee,0,4
n02206856_219,bee,0,2
n02206856_2192,bee,0,0
n02206856_2197,bee,0,2
n02206856_2198,bee,0,0
n02206856_220,bee,0,3
n02206856_2201,bee,0,2
n02206856_2204,bee,0,2
n02206856_2206,bee,0,3
n02206856_2216,bee,0,4
n02206856_2224,bee,0,4
n02206856_2237,bee,0,4
n02206856_2239,bee,0,3
n02206856_2241,bee,0,3
n02206856_2257,bee,0,0
n02206856_2264,bee,0,2
n02206856_2271,bee,0,0
n02206856_228,bee,0,2
n02206856_2280,bee,0,2
n02206856_2283,bee,0,2
n02206856_2284,bee,0,3
n02206856_2285,bee,0,0
n02206856_2292,bee,0,0
n02206856_2294,bee,0,3
n02206856_2309,bee,0,0
n02206856_2315,bee,0,4
n02206856_2316,bee,0,0
n02206856_2324,bee,0,0
n02206856_2325,bee,0,0
n02206856_2327,bee,0,2
n02206856_2329,bee,0,0
n02206856_2330,bee,0,3
n02206856_2332,bee,0,3
n02206856_2338,bee,0,3
n02206856_2344,bee,0,2
n02206856_2346,bee,0,1
n02206856_2348,bee,0,2
n02206856_235,bee,0,4
n02206856_2352,bee,0,4
n02206856_2354,bee,0,0
n02206856_2355,bee,0,0
n02206856_2357,bee,0,1
n02206856_2358,bee,0,1
n02206856_2359,bee,0,1
n02206856_2370,bee,0,4
n02206856_2373,bee,0,4
n02206856_2376,bee,0,0
n02206856_2387,bee,0,2
n02206856_2389,bee,0,1
n02206856_239,bee,0,1
n02206856_2395,bee,0,0
n02206856_2396,bee,0,1
n02206856_2397,bee,0,3
n02206856_2404,bee,0,2
n02206856_2409,bee,0,3
n02206856_2410,bee,0,4
n02206856_2412,bee,0,3
n02206856_2419,bee,0,3
n02206856_2420,bee,0,4
n02206856_2431,bee,0,1
n02206856_2433,bee,0,4
n02206856_2434,bee,0,3
n02206856_2436,bee,0,2
n02206856_2449,bee,0,3
n02206856_2456,bee,0,0
n02206856_2473,bee,0,4
n02206856_2485,bee,0,3
n02206856_2491,bee,0,0
n02206856_2493,bee,0,4
n02206856_2497,bee,0,4
n02206856_2505,bee,0,3
n02206856_2509,bee,0,0
n02206856_252,bee,0,3
n02206856_2521,bee,0,3
n02206856_2530,bee,0,2
n02206856_2532,bee,0,2
n02206856_2533,bee,0,3
n02206856_2538,bee,0,1
n02206856_2541,bee,0,3
n02206856_2542,bee,0,1
n02206856_2543,bee,0,0
n02206856_255,bee,0,4
n02206856_2557,bee,0,0
n02206856_2561,bee,0,2
n02206856_2563,bee,0,2
n02206856_2567,bee,0,2
n02206856_2575,bee,0,1
n02206856_258,bee,0,4
n02206856_2587,bee,0,1
n02206856_2592,bee,0,2
n02206856_2597,bee,0,0
n02206856_2599,bee,0,3
n02206856_2601,bee,0,0
n02206856_2604,bee,0,4
n02206856_2608,bee,0,0
n02206856_2614,bee,0,1
n02206856_2615,bee,0,1
n02206856_2619,bee,0,1
n02206856_2622,bee,0,2
n02206856_2625,bee,0,1
n02206856_2630,bee,0,4
n02206856_2631,bee,0,4
n02206856_2632,bee,0,3
n02206856_2637,bee,0,3
n02206856_2643,bee,0,1
n02206856_2645,bee,0,1
n02206856_2646,bee,0,3
n02206856_2653,bee,0,2
n02206856_266,bee,0,3
n02206856_2663,bee,0,3
n02206856_2666,bee,0,3
n02206856_2668,bee,0,4
n02206856_2671,bee,0,2
n02206856_2675,bee,0,3
n02206856_2683,bee,0,2
n02206856_2684,bee,0,0
n02206856_2689,bee,0,1
n02206856_27,bee,0,3
n02206856_2700,bee,0,1
n02206856_2701,bee,0,0
n02206856_2705,bee,0,3
n02206856_2721,bee,0,0
n02206856_2722,bee,0,2
n02206856_2725,bee,0,0
n02206856_2730,bee,0,1
n02206856_2731,bee,0,2
n02206856_2736,bee,0,2
n02206856_2739,bee,0,3
n02206856_2743,bee,0,1
n02206856_2744,bee,0,0
n02206856_2748,bee,0,4
n02206856_2751,bee,0,4
n02206856_2752,bee,0,3
n02206856_2754,bee,0,2
n02206856_2757,bee,0,4
n02206856_2758,bee,0,2
n02206856_2759,bee,0,4
n02206856_2768,bee,0,2
n02206856_2770,bee,0,2
n02206856_2780,bee,0,2
n02206856_2782,bee,0,2
n02206856_2787,bee,0,0
n02206856_2790,bee,0,3
n02206856_2805,bee,0,0
n02206856_2806,bee,0,4
n02206856_2810,bee,0,0
n02206856_2815,bee,0,0
n02206856_2818,bee,0,4
n02206856_2819,bee,0,1
n02206856_2824,bee,0,1
n02206856_2826,bee,0,3
n02206856_2830,bee,0,1
n02206856_2833,bee,0,1
n02206856_2838,bee,0,3
n02206856_2839,bee,0,4
n02206856_2843,bee,0,1
n02206856_2845,bee,0,1
n02206856_2848,bee,0,4
n02206856_285,bee,0,3
n02206856_2853,bee,0,0
n02206856_2855,bee,0,4
n02206856_2865,bee,0,1
n02206856_2866,bee,0,1
n02206856_2867,bee,0,1
n02206856_2868,bee,0,3
n02206856_2873,bee,0,4
n02206856_2878,bee,0,4
n02206856_2880,bee,0,1
n02206856_2881,bee,0,3
n02206856_2886,bee,0,1
n02206856_2889,bee,0,2
n02206856_2893,bee,0,4
n02206856_2894,bee,0,0
n02206856_2905,bee,0,2
n02206856_2906,bee,0,3
n02206856_291,bee,0,0
n02206856_2911,bee,0,0
n02206856_2919,bee,0,2
n02206856_2924,bee,0,1
n02206856_2929,bee,0,2
n02206856_2932,bee,0,1
n02206856_2934,bee,0,3
n02206856_2937,bee,0,4
n02206856_2945,bee,0,0
n02206856_2947,bee,0,1
n02206856_295,bee,0,4
n02206856_2953,bee,0,1
n02206856_2960,bee,0,1
n02206856_2961,bee,0,4
n02206856_2968,bee,0,4
n02206856_2970,bee,0,3
n02206856_2977,bee,0,4
n02206856_298,bee,0,2
n02206856_2980,bee,0,2
n02206856_2986,bee,0,1
n02206856_2991,bee,0,0
n02206856_3,bee,0,3
n02206856_3000,bee,0,1
n02206856_3002,bee,0,3
n02206856_301,bee,0,3
n02206856_3011,bee,0,4
n02206856_3012,bee,0,1
n02206856_3014,bee,0,1
n02206856_3016,bee,0,2
n02206856_3028,bee,0,1
n02206856_304,bee,0,3
n02206856_3041,bee,0,0
n02206856_3044,bee,0,1
n02206856_3049,bee,0,0
n02206856_3051,bee,0,1
n02206856_3054,bee,0,3
n02206856_3059,bee,0,3
n02206856_3060,bee,0,0
n02206856_3063,bee,0,1
n02206856_3065,bee,0,1
n02206856_3067,bee,0,3
n02206856_3075,bee,0,4
n02206856_3077,bee,0,1
n02206856_3089,bee,0,4
n02206856_310,bee,0,3
n02206856_3105,bee,0,1
n02206856_3109,bee,0,0
n02206856_3114,bee,0,1
n02206856_3121,bee,0,4
n02206856_3123,bee,0,1
n02206856_3126,bee,0,0
n02206856_3130,bee,0,2
n02206856_3131,bee,0,0
n02206856_3138,bee,0,3
n02206856_3140,bee,0,2
n02206856_3142,bee,0,4
n02206856_3145,bee,0,1
n02206856_3154,bee,0,2
n02206856_3159,bee,0,4
n02206856_3161,bee,0,1
n02206856_3173,bee,0,3
n02206856_3175,bee,0,3
n02206856_3199,bee,0,1
n02206856_32,bee,0,4
n02206856_3205,bee,0,2
n02206856_3209,bee,0,2
n02206856_321,bee,0,2
n02206856_3216,bee,0,2
n02206856_3219,bee,0,1
n02206856_3223,bee,0,4
n02206856_3226,bee,0,0
n02206856_323,bee,0,1
n02206856_3230,bee,0,0
n02206856_324,bee,0,2
n02206856_3242,bee,0,3
n02206856_3243,bee,0,0
n02206856_3244,bee,0,0
n02206856_3247,bee,0,4
n02206856_3252,bee,0,0
n02206856_3253,bee,0,3
n02206856_3259,bee,0,3
n02206856_3261,bee,0,2
n02206856_3283,bee,0,1
n02206856_3284,bee,0,1
n02206856_3286,bee,0,3
n02206856_3297,bee,0,4
n02206856_3298,bee,0,3
n02206856_3305,bee,0,3
n02206856_3308,bee,0,3
n02206856_3309,bee,0,0
n02206856_3311,bee,0,0
n02206856_3321,bee,0,1
n02206856_3325,bee,0,0
n02206856_3327,bee,0,4
n02206856_333,bee,0,0
n02206856_3336,bee,0,4
n02206856_3338,bee,0,4
n02206856_3341,bee,0,0
n02206856_3344,bee,0,3
n02206856_3347,bee,0,1
n02206856_3353,bee,0,3
n02206856_3355,bee,0,2
n02206856_3357,bee,0,4
n02206856_336,bee,0,4
n02206856_3362,bee,0,4
n02206856_3363,bee,0,0
n02206856_3372,bee,0,2
n02206856_3377,bee,0,4
n02206856_3386,bee,0,2
n02206856_339,bee,0,0
n02206856_3391,bee,0,4
n02206856_3392,bee,0,4
n02206856_3394,bee,0,0
n02206856_3401,bee,0,0
n02206856_3405,bee,0,0
n02206856_3415,bee,0,2
n02206856_3431,bee,0,3
n02206856_3433,bee,0,3
n02206856_3435,bee,0,4
n02206856_344,bee,0,3
n02206856_3440,bee,0,4
n02206856_3444,bee,0,3
n02206856_3445,bee,0,2
n02206856_3446,bee,0,0
n02206856_3450,bee,0,3
n02206856_3453,bee,0,0
n02206856_3457,bee,0,1
n02206856_346,bee,0,0
n02206856_3463,bee,0,0
n02206856_3465,bee,0,1
n02206856_3469,bee,0,0
n02206856_3471,bee,0,3
n02206856_3475,bee,0,4
n02206856_3476,bee,0,1
n02206856_3477,bee,0,3
n02206856_3487,bee,0,0
n02206856_3490,bee,0,2
n02206856_3495,bee,0,4
n02206856_3499,bee,0,3
n02206856_350,bee,0,3
n02206856_3501,bee,0,1
n02206856_3503,bee,0,3
n02206856_3513,bee,0,0
n02206856_3519,bee,0,4
n02206856_3521,bee,0,4
n02206856_3523,bee,0,4
n02206856_3527,bee,0,3
n02206856_3529,bee,0,3
n02206856_3530,bee,0,3
n02206856_3532,bee,0,0
n02206856_3537,bee,0,1
n02206856_3545,bee,0,3
n02206856_3547,bee,0,1
n02206856_3549,bee,0,3
n02206856_3552,bee,0,2
n02206856_3556,bee,0,3
n02206856_3559,bee,0,3
n02206856_3563,bee,0,1
n02206856_3565,bee,0,4
n02206856_3569,bee,0,3
n02206856_3586,bee,0,1
n02206856_3587,bee,0,2
n02206856_3589,bee,0,4
n02206856_3591,bee,0,3
n02206856_3594,bee,0,4
n02206856_3595,bee,0,0
n02206856_36,bee,0,1
n02206856_3600,bee,0,0
n02206856_3610,bee,0,0
n02206856_3613,bee,0,4
n02206856_3614,bee,0,4
n02206856_3618,bee,0,1
n02206856_3619,bee,0,0
n02206856_363,bee,0,2
n02206856_3637,bee,0,0
n02206856_3647,bee,0,1
n02206856_3651,bee,0,4
n02206856_3658,bee,0,3
n02206856_3660,bee,0,0
n02206856_3662,bee,0,2
n02206856_3663,bee,0,2
n02206856_367,bee,0,0
n02206856_3672,bee,0,4
n02206856_3673,bee,0,0
n02206856_3675,bee,0,4
n02206856_3678,bee,0,4
n02206856_3680,bee,0,1
n02206856_3682,bee,0,1
n02206856_3684,bee,0,4
n02206856_3685,bee,0,4
n02206856_3690,bee,0,2
n02206856_3691,bee,0,3
n02206856_3692,bee,0,1
n02206856_3694,bee,0,2
n02206856_3697,bee,0,1
n02206856_3702,bee,0,3
n02206856_3714,bee,0,4
n02206856_3719,bee,0,2
n02206856_372,bee,0,4
n02206856_3721,bee,0,2
n02206856_3729,bee,0,4
n02206856_3730,bee,0,3
n02206856_3737,bee,0,0
n02206856_3739,bee,0,3
n02206856_3747,bee,0,3
n02206856_3749,bee,0,3
n02206856_375,bee,0,0
n02206856_3751,bee,0,1
n02206856_3754,bee,0,3
n02206856_3757,bee,0,2
n02206856_3769,bee,0,4
n02206856_3771,bee,0,0
n02206856_3773,bee,0,4
n02206856_378,bee,0,4
n02206856_3796,bee,0,1
n02206856_3797,bee,0,0
n02206856_38,bee,0,2
n02206856_3803,bee,0,0
n02206856_3806,bee,0,2
n02206856_3817,bee,0,4
n02206856_3819,bee,0,3
n02206856_3820,bee,0,3
n02206856_3822,bee,0,4
n02206856_3832,bee,0,3
n02206856_3834,bee,0,3
n02206856_3836,bee,0,1
n02206856_3840,bee,0,1
n02206856_3847,bee,0,1
n02206856_385,bee,0,4
n02206856_3850,bee,0,2
n02206856_3857,bee,0,2
n02206856_3861,bee,0,4
n02206856_3864,bee,0,3
n02206856_3865,bee,0,2
n02206856_3871,bee,0,2
n02206856_3888,bee,0,1
n02206856_3889,bee,0,0
n02206856_389,bee,0,4
n02206856_3891,bee,0,4
n02206856_3892,bee,0,2
n02206856_39,bee,0,2
n02206856_3900,bee,0,4
n02206856_3903,bee,0,3
n02206856_391,bee,0,4
n02206856_3913,bee,0,4
n02206856_3916,bee,0,0
n02206856_3920,bee,0,3
n02206856_3930,bee,0,1
n02206856_3932,bee,0,4
n02206856_3936,bee,0,4
n02206856_394,bee,0,1
n02206856_3940,bee,0,4
n02206856_3944,bee,0,0
n02206856_3945,bee,0,3
n02206856_3948,bee,0,2
n02206856_3949,bee,0,4
n02206856_395,bee,0,0
n02206856_3953,bee,0,2
n02206856_3957,bee,0,2
n02206856_396,bee,0,3
n02206856_3968,bee,0,4
n02206856_3970,bee,0,3
n02206856_3971,bee,0,0
n02206856_3976,bee,0,3
n02206856_3980,bee,0,4
n02206856_3983,bee,0,1
n02206856_3984,bee,0,1
n02206856_3988,bee,0,3
n02206856_3995,bee,0,3
n02206856_3998,bee,0,2
n02206856_40,bee,0,0
n02206856_4001,bee,0,4
n02206856_4003,bee,0,4
n02206856_4012,bee,0,0
n02206856_4016,bee,0,1
n02206856_402,bee,0,3
n02206856_4033,bee,0,1
n02206856_4035,bee,0,0
n02206856_4037,bee,0,4
n02206856_4041,bee,0,3
n02206856_4042,bee,0,3
n02206856_4045,bee,0,3
n02206856_4051,bee,0,0
n02206856_406,bee,0,0
n02206856_4064,bee,0,3
n02206856_4065,bee,0,2
n02206856_4072,bee,0,4
n02206856_4074,bee,0,4
n02206856_4075,bee,0,4
n02206856_4080,bee,0,4
n02206856_4081,bee,0,2
n02206856_4083,bee,0,0
n02206856_4085,bee,0,1
n02206856_4086,bee,0,4
n02206856_4087,bee,0,2
n02206856_4096,bee,0,3
n02206856_410,bee,0,1
n02206856_4101,bee,0,1
n02206856_4105,bee,0,0
n02206856_4110,bee,0,1
n02206856_4116,bee,0,3
n02206856_4127,bee,0,3
n02206856_4130,bee,0,2
n02206856_4132,bee,0,2
n02206856_4138,bee,0,0
n02206856_4140,bee,0,3
n02206856_415,bee,0,3
n02206856_4150,bee,0,3
n02206856_4157,bee,0,2
n02206856_4163,bee,0,4
n02206856_4166,bee,0,0
n02206856_4167,bee,0,3
n02206856_418,bee,0,4
n02206856_4181,bee,0,1
n02206856_4182,bee,0,2
n02206856_4183,bee,0,0
n02206856_4185,bee,0,1
n02206856_4189,bee,0,0
n02206856_4195,bee,0,2
n02206856_4200,bee,0,3
n02206856_4203,bee,0,2
n02206856_4204,bee,0,3
n02206856_4205,bee,0,0
n02206856_4209,bee,0,4
n02206856_4215,bee,0,0
n02206856_4222,bee,0,1
n02206856_4223,bee,0,3
n02206856_4230,bee,0,2
n02206856_4231,bee,0,3
n02206856_4249,bee,0,0
n02206856_4253,bee,0,3
n02206856_4256,bee,0,3
n02206856_4261,bee,0,3
n02206856_4268,bee,0,4
n02206856_4271,bee,0,2
n02206856_4272,bee,0,2
n02206856_4273,bee,0,2
n02206856_4274,bee,0,2
n02206856_4276,bee,0,3
n02206856_4279,bee,0,2
n02206856_4283,bee,0,0
n02206856_4286,bee,0,4
n02206856_4287,bee,0,0
n02206856_4290,bee,0,0
n02206856_4297,bee,0,4
n02206856_4303,bee,0,3
n02206856_4306,bee,0,2
n02206856_4308,bee,0,4
n02206856_4310,bee,0,2
n02206856_4313,bee,0,0
n02206856_4316,bee,0,3
n02206856_4318,bee,0,1
n02206856_4322,bee,0,1
n02206856_4325,bee,0,0
n02206856_4328,bee,0,4
n02206856_4332,bee,0,1
n02206856_4333,bee,0,4
n02206856_4339,bee,0,0
n02206856_435,bee,0,1
n02206856_4350,bee,0,4
n02206856_4352,bee,0,0
n02206856_4354,bee,0,0
n02206856_4356,bee,0,4
n02206856_436,bee,0,2
n02206856_437,bee,0,3
n02206856_4370,bee,0,2
n02206856_4372,bee,0,4
n02206856_4376,bee,0,2
n02206856_4382,bee,0,2
n02206856_4391,bee,0,2
n02206856_4396,bee,0,4
n02206856_4399,bee,0,3
n02206856_441,bee,0,3
n02206856_4411,bee,0,3
n02206856_4413,bee,0,1
n02206856_4419,bee,0,0
n02206856_4435,bee,0,0
n02206856_444,bee,0,4
n02206856_4451,bee,0,0
n02206856_4459,bee,0,4
n02206856_4460,bee,0,4
n02206856_4469,bee,0,1
n02206856_4470,bee,0,0
n02206856_4473,bee,0,3
n02206856_4474,bee,0,4
n02206856_4480,bee,0,2
n02206856_4481,bee,0,1
n02206856_4491,bee,0,0
n02206856_4501,bee,0,4
n02206856_4502,bee,0,1
n02206856_4503,bee,0,2
n02206856_4505,bee,0,4
n02206856_4506,bee,0,3
n02206856_4510,bee,0,4
n02206856_4511,bee,0,0
n02206856_4512,bee,0,1
n02206856_4513,bee,0,0
n02206856_452,bee,0,1
n02206856_4526,bee,0,4
n02206856_4533,bee,0,0
n02206856_4540,bee,0,1
n02206856_4543,bee,0,4
n02206856_4555,bee,0,2
n02206856_456,bee,0,0
n02206856_4561,bee,0,2
n02206856_4569,bee,0,4
n02206856_4572,bee,0,2
n02206856_4574,bee,0,1
n02206856_4575,bee,0,0
n02206856_4586,bee,0,3
n02206856_4587,bee,0,1
n02206856_4589,bee,0,1
n02206856_459,bee,0,0
n02206856_4590,bee,0,4
n02206856_4595,bee,0,3
n02206856_4602,bee,0,4
n02206856_4613,bee,0,0
n02206856_4616,bee,0,2
n02206856_4617,bee,0,3
n02206856_4621,bee,0,0
n02206856_4624,bee,0,4
n02206856_463,bee,0,0
n02206856_4630,bee,0,0
n02206856_4634,bee,0,1
n02206856_4635,bee,0,4
n02206856_4638,bee,0,2
n02206856_4639,bee,0,3
n02206856_4640,bee,0,1
n02206856_4643,bee,0,1
