stem,cls,repeat,fold
n02676566_1872,acousticguitar,0,0
n02676566_1877,acousticguitar,0,1
n02676566_1878,acousticguitar,0,2
n02676566_1887,acousticguitar,0,0
n02676566_1894,acousticguitar,0,1
n02676566_1897,acousticguitar,0,4
n02676566_19,acousticguitar,0,4
n02676566_1906,acousticguitar,0,1
n02676566_1908,acousticguitar,0,4
n02676566_1909,acousticguitar,0,0
n02676566_1914,acousticguitar,0,3
n02676566_1915,acousticguitar,0,1
n02676566_1924,acousticguitar,0,2
n02676566_1928,acousticguitar,0,1
n02676566_1931,acousticguitar,0,2
n02676566_194,acousticguitar,0,4
n02676566_1950,acousticguitar,0,0
n02676566_1956,acousticguitar,0,4
n02676566_1964,acousticguitar,0,4
n02676566_1966,acousticguitar,0,1
n02676566_1969,acousticguitar,0,1
n02676566_1972,acousticguitar,0,3
n02676566_1973,acousticguitar,0,2
n02676566_198,acousticguitar,0,0
n02676566_1988,acousticguitar,0,4
n02676566_1992,acousticguitar,0,4
n02676566_200,acousticguitar,0,4
n02676566_2005,acousticguitar,0,0
n02676566_2008,acousticguitar,0,2
n02676566_202,acousticguitar,0,0
n02676566_2025,acousticguitar,0,1
n02676566_2032,acousticguitar,0,4
n02676566_2046,acousticguitar,0,4
n02676566_2065,acousticguitar,0,3
n02676566_2066,acousticguitar,0,1
n02676566_2089,acousticguitar,0,1
n02676566_2098,acousticguitar,0,0
n02676566_2100,acousticguitar,0,0
n02676566_2102,acousticguitar,0,3
n02676566_211,acousticguitar,0,2
n02676566_2111,acousticguitar,0,4
n02676566_2115,acousticguitar,0,3
n02676566_2125,acousticguitar,0,0
n02676566_2133,acousticguitar,0,4
n02676566_215,acousticguitar,0,0
n02676566_2150,acousticguitar,0,0
n02676566_2151,acousticguitar,0,3
n02676566_2169,acousticguitar,0,4
n02676566_2171,acousticguitar,0,0
n02676566_2176,acousticguitar,0,2
n02676566_218,acousticguitar,0,0
n02676566_2187,acousticguitar,0,2
n02676566_219,acousticguitar,0,3
n02676566_2195,acousticguitar,0,4
n02676566_2198,acousticguitar,0,2
n02676566_22,acousticguitar,0,1
n02676566_2213,acousticguitar,0,3
n02676566_2214,acousticguitar,0,2
n02676566_2215,acousticguitar,0,0
n02676566_222,acousticguitar,0,1
n02676566_2226,acousticguitar,0,2
n02676566_223,acousticguitar,0,2
n02676566_2230,acousticguitar,0,2
n02676566_2236,acousticguitar,0,2
n02676566_2237,acousticguitar,0,1
n02676566_2240,acousticguitar,0,3
n02676566_2252,acousticguitar,0,4
n02676566_2253,acousticguitar,0,2
n02676566_2256,acousticguitar,0,0
n02676566_2258,acousticguitar,0,3
n02676566_2263,acousticguitar,0,0
n02676566_2264,acousticguitar,0,3
n02676566_2285,acousticguitar,0,2
n02676566_2288,acousticguitar,0,2
n02676566_2299,acousticguitar,0,1
n02676566_2301,acousticguitar,0,1
n02676566_2307,acousticguitar,0,1
n02676566_2325,acousticguitar,0,4
n02676566_2328,acousticguitar,0,1
n02676566_2330,acousticguitar,0,4
n02676566_2337,acousticguitar,0,1
n02676566_2351,acousticguitar,0,3
n02676566_2354,acousticguitar,0,2
n02676566_2364,acousticguitar,0,0
n02676566_237,acousticguitar,0,1
n02676566_2371,acousticguitar,0,3
n02676566_2373,acousticguitar,0,0
n02676566_2380,acousticguitar,0,0
n02676566_2386,acousticguitar,0,1
n02676566_2396,acousticguitar,0,1
n02676566_24,acousticguitar,0,3
n02676566_2403,acousticguitar,0,4
n02676566_241,acousticguitar,0,2
n02676566_242,acousticguitar,0,2
n02676566_2424,acousticguitar,0,2
n02676566_243,acousticguitar,0,1
n02676566_2437,acousticguitar,0,1
n02676566_2444,acousticguitar,0,3
n02676566_245,acousticguitar,0,4
n02676566_2454,acousticguitar,0,3
n02676566_2456,acousticguitar,0,1
n02676566_2460,acousticguitar,0,3
n02676566_2461,acousticguitar,0,4
n02676566_2464,acousticguitar,0,2
n02676566_2471,acousticguitar,0,2
n02676566_2480,acousticguitar,0,3
n02676566_2481,acousticguitar,0,2
n02676566_2484,acousticguitar,0,1
n02676566_2487,acousticguitar,0,2
n02676566_2508,acousticguitar,0,1
n02676566_251,acousticguitar,0,0
n02676566_2524,acousticguitar,0,1
n02676566_253,acousticguitar,0,2
n02676566_2535,acousticguitar,0,1
n02676566_2541,acousticguitar,0,4
n02676566_2554,acousticguitar,0,1
n02676566_257,acousticguitar,0,2
n02676566_259,acousticguitar,0,2
n02676566_26,acousticguitar,0,3
n02676566_2610,acousticguitar,0,1
n02676566_2611,acousticguitar,0,2
n02676566_2631,acousticguitar,0,0
n02676566_265,acousticguitar,0,0
n02676566_2666,acousticguitar,0,1
n02676566_2684,acousticguitar,0,1
n02676566_2696,acousticguitar,0,3
n02676566_272,acousticguitar,0,3
n02676566_2721,acousticguitar,0,4
n02676566_2737,acousticguitar,0,0
n02676566_2751,acousticguitar,0,0
n02676566_2778,acousticguitar,0,1
n02676566_2779,acousticguitar,0,4
n02676566_2790,acousticguitar,0,1
n02676566_2798,acousticguitar,0,3
n02676566_2800,acousticguitar,0,2
n02676566_2803,acousticguitar,0,1
n02676566_2806,acousticguitar,0,2
n02676566_281,acousticguitar,0,3
n02676566_2815,acousticguitar,0,3
n02676566_2816,acousticguitar,0,1
n02676566_2818,acousticguitar,0,1
n02676566_2820,acousticguitar,0,2
n02676566_2825,acousticguitar,0,3
n02676566_2843,acousticguitar,0,4
n02676566_285,acousticguitar,0,4
n02676566_2866,acousticguitar,0,4
n02676566_2873,acousticguitar,0,3
n02676566_2875,acousticguitar,0,2
n02676566_2876,acousticguitar,0,4
n02676566_289,acousticguitar,0,4
n02676566_2893,acousticguitar,0,4
n02676566_2899,acousticguitar,0,4
n02676566_2901,acousticguitar,0,2
n02676566_2903,acousticguitar,0,2
n02676566_2906,acousticguitar,0,0
n02676566_2907,acousticguitar,0,1
n02676566_2913,acousticguitar,0,1
n02676566_2919,acousticguitar,0,3
n02676566_2926,acousticguitar,0,0
n02676566_2927,acousticguitar,0,0
n02676566_2931,acousticguitar,0,4
n02676566_2943,acousticguitar,0,3
n02676566_2944,acousticguitar,0,1
n02676566_2949,acousticguitar,0,2
n02676566_295,acousticguitar,0,0
n02676566_2950,acousticguitar,0,3
n02676566_2952,acousticguitar,0,1
n02676566_2954,acousticguitar,0,1
n02676566_2956,acousticguitar,0,0
n02676566_2959,acousticguitar,0,3
n02676566_2961,acousticguitar,0,1
n02676566_2962,acousticguitar,0,3
n02676566_2967,acousticguitar,0,4
n02676566_2970,acousticguitar,0,3
n02676566_298,acousticguitar,0,0
n02676566_2980,acousticguitar,0,3
n02676566_2983,acousticguitar,0,2
n02676566_2985,acousticguitar,0,3
n02676566_299,acousticguitar,0,4
n02676566_3003,acousticguitar,0,4
n02676566_3004,acousticguitar,0,3
n02676566_3006,acousticguitar,0,0
n02676566_301,acousticguitar,0,3
n02676566_3010,acousticguitar,0,2
n02676566_3013,acousticguitar,0,2
n02676566_3023,acousticguitar,0,1
n02676566_3026,acousticguitar,0,0
n02676566_303,acousticguitar,0,4
n02676566_3030,acousticguitar,0,1
n02676566_3040,acousticguitar,0,1
n02676566_3041,acousticguitar,0,0
n02676566_3045,acousticguitar,0,2
n02676566_3048,acousticguitar,0,2
n02676566_3051,acousticguitar,0,0
n02676566_3054,acousticguitar,0,2
n02676566_3056,acousticguitar,0,1
n02676566_306,acousticguitar,0,0
n02676566_3069,acousticguitar,0,1
n02676566_307,acousticguitar,0,1
n02676566_3072,acousticguitar,0,2
n02676566_3074,acousticguitar,0,0
n02676566_3077,acousticguitar,0,0
n02676566_3085,acousticguitar,0,1
n02676566_3096,acousticguitar,0,0
n02676566_3101,acousticguitar,0,4
n02676566_3107,acousticguitar,0,0
n02676566_3109,acousticguitar,0,0
n02676566_3115,acousticguitar,0,3
n02676566_3116,acousticguitar,0,3
n02676566_3117,acousticguitar,0,4
n02676566_3120,acousticguitar,0,2
n02676566_3121,acousticguitar,0,0
n02676566_3125,acousticguitar,0,4
n02676566_3126,acousticguitar,0,3
n02676566_3127,acousticguitar,0,2
n02676566_3132,acousticguitar,0,3
n02676566_3139,acousticguitar,0,2
n02676566_3141,acousticguitar,0,3
n02676566_3145,acousticguitar,0,4
n02676566_3147,acousticguitar,0,0
n02676566_3148,acousticguitar,0,0
n02676566_3154,acousticguitar,0,0
n02676566_3157,acousticguitar,0,2
n02676566_3159,acousticguitar,0,3
n02676566_3160,acousticguitar,0,1
n02676566_3161,acousticguitar,0,1
n02676566_3164,acousticguitar,0,2
n02676566_3169,acousticguitar,0,2
n02676566_3172,acousticguitar,0,1
n02676566_3174,acousticguitar,0,2
n02676566_3176,acousticguitar,0,0
n02676566_3177,acousticguitar,0,4
n02676566_3178,acousticguitar,0,4
n02676566_3180,acousticguitar,0,0
n02676566_3181,acousticguitar,0,1
n02676566_3184,acousticguitar,0,0
n02676566_319,acousticguitar,0,4
n02676566_3191,acousticguitar,0,1
n02676566_3199,acousticguitar,0,3
n02676566_32,acousticguitar,0,3
n02676566_320,acousticguitar,0,3
n02676566_3201,acousticguitar,0,1
n02676566_3205,acousticguitar,0,4
n02676566_3206,acousticguitar,0,4
n02676566_3214,acousticguitar,0,0
n02676566_3215,acousticguitar,0,2
n02676566_3224,acousticguitar,0,3
n02676566_3229,acousticguitar,0,3
n02676566_323,acousticguitar,0,3
n02676566_3237,acousticguitar,0,1
n02676566_3239,acousticguitar,0,0
n02676566_3243,acousticguitar,0,3
n02676566_3251,acousticguitar,0,3
n02676566_3252,acousticguitar,0,1
n02676566_3257,acousticguitar,0,0
n02676566_3259,acousticguitar,0,3
n02676566_326,acousticguitar,0,2
n02676566_3263,acousticguitar,0,1
n02676566_3271,acousticguitar,0,3
n02676566_3277,acousticguitar,0,2
n02676566_328,acousticguitar,0,2
n02676566_3287,acousticguitar,0,2
n02676566_3289,acousticguitar,0,1
n02676566_330,acousticguitar,0,2
n02676566_3305,acousticguitar,0,1
n02676566_3314,acousticguitar,0,1
n02676566_3317,acousticguitar,0,4
n02676566_3320,acousticguitar,0,2
n02676566_3324,acousticguitar,0,2
n02676566_3325,acousticguitar,0,1
n02676566_3327,acousticguitar,0,4
n02676566_3328,acousticguitar,0,3
n02676566_3330,acousticguitar,0,4
n02676566_3338,acousticguitar,0,0
n02676566_3339,acousticguitar,0,1
n02676566_3340,acousticguitar,0,3
n02676566_3344,acousticguitar,0,0
n02676566_3346,acousticguitar,0,3
n02676566_3350,acousticguitar,0,4
n02676566_3359,acousticguitar,0,0
n02676566_3360,acousticguitar,0,3
n02676566_3369,acousticguitar,0,4
n02676566_3378,acousticguitar,0,3
n02676566_3382,acousticguitar,0,2
n02676566_3385,acousticguitar,0,4
n02676566_3386,acousticguitar,0,2
n02676566_3392,acousticguitar,0,2
n02676566_3393,acousticguitar,0,2
n02676566_3394,acousticguitar,0,1
n02676566_3401,acousticguitar,0,2
n02676566_3402,acousticguitar,0,4
n02676566_341,acousticguitar,0,2
n02676566_3410,acousticguitar,0,2
n02676566_3413,acousticguitar,0,0
n02676566_3424,acousticguitar,0,2
n02676566_3428,acousticguitar,0,4
n02676566_343,acousticguitar,0,0
n02676566_3435,acousticguitar,0,1
n02676566_3440,acousticguitar,0,3
n02676566_3449,acousticguitar,0,4
n02676566_3450,acousticguitar,0,0
n02676566_3453,acousticguitar,0,1
n02676566_3456,acousticguitar,0,4
n02676566_3461,acousticguitar,0,3
n02676566_3465,acousticguitar,0,1
n02676566_3466,acousticguitar,0,4
n02676566_3468,acousticguitar,0,0
n02676566_3469,acousticguitar,0,3
n02676566_3471,acousticguitar,0,3
n02676566_3472,acousticguitar,0,3
n02676566_3478,acousticguitar,0,3
n02676566_3482,acousticguitar,0,1
n02676566_3486,acousticguitar,0,1
n02676566_3489,acousticguitar,0,0
n02676566_3491,acousticguitar,0,4
n02676566_3492,acousticguitar,0,2
n02676566_3494,acousticguitar,0,4
n02676566_3500,acousticguitar,0,3
n02676566_3509,acousticguitar,0,4
n02676566_351,acousticguitar,0,0
n02676566_3510,acousticguitar,0,1
n02676566_3512,acousticguitar,0,4
n02676566_352,acousticguitar,0,0
n02676566_3523,acousticguitar,0,0
n02676566_3525,acousticguitar,0,1
n02676566_3527,acousticguitar,0,4
n02676566_3528,acousticguitar,0,2
n02676566_3529,acousticguitar,0,0
n02676566_353,acousticguitar,0,1
n02676566_3536,acousticguitar,0,3
n02676566_3538,acousticguitar,0,0
n02676566_3540,acousticguitar,0,1
n02676566_3541,acousticguitar,0,1
n02676566_3548,acousticguitar,0,4
n02676566_3563,acousticguitar,0,0
n02676566_3564,acousticguitar,0,4
n02676566_3566,acousticguitar,0,0
n02676566_3567,acousticguitar,0,3
n02676566_3571,acousticguitar,0,4
n02676566_3576,acousticguitar,0,3
n02676566_3578,acousticguitar,0,3
n02676566_3586,acousticguitar,0,1
n02676566_3587,acousticguitar,0,0
n02676566_3610,acousticguitar,0,1
n02676566_3611,acousticguitar,0,2
n02676566_3613,acousticguitar,0,4
n02676566_3627,acousticguitar,0,4
n02676566_3629,acousticguitar,0,2
n02676566_363,acousticguitar,0,4
n02676566_3631,acousticguitar,0,0
n02676566_3632,acousticguitar,0,4
n02676566_3633,acousticguitar,0,3
n02676566_3635,acousticguitar,0,1
n02676566_3639,acousticguitar,0,3
n02676566_3641,acousticguitar,0,1
n02676566_3646,acousticguitar,0,4
n02676566_3649,acousticguitar,0,1
n02676566_365,acousticguitar,0,0
n02676566_3650,acousticguitar,0,0
n02676566_3654,acousticguitar,0,3
n02676566_3657,acousticguitar,0,0
n02676566_3659,acousticguitar,0,0
n02676566_3660,acousticguitar,0,1
n02676566_3661,acousticguitar,0,0
n02676566_3662,acousticguitar,0,1
n02676566_3669,acousticguitar,0,0
n02676566_367,acousticguitar,0,1
n02676566_3673,acousticguitar,0,2
n02676566_368,acousticguitar,0,1
n02676566_3683,acousticguitar,0,3
n02676566_3686,acousticguitar,0,0
n02676566_3690,acousticguitar,0,1
n02676566_37,acousticguitar,0,3
n02676566_370,acousticguitar,0,4
n02676566_371,acousticguitar,0,3
n02676566_3711,acousticguitar,0,4
n02676566_3713,acousticguitar,0,0
n02676566_3719,acousticguitar,0,3
n02676566_3721,acousticguitar,0,4
n02676566_3725,acousticguitar,0,4
n02676566_3728,acousticguitar,0,0
n02676566_3729,acousticguitar,0,2
n02676566_3733,acousticguitar,0,3
n02676566_3741,acousticguitar,0,0
n02676566_3747,acousticguitar,0,3
n02676566_3750,acousticguitar,0,2
n02676566_3752,acousticguitar,0,4
n02676566_3753,acousticguitar,0,4
n02676566_3757,acousticguitar,0,3
n02676566_3760,acousticguitar,0,1
n02676566_3765,acousticguitar,0,0
n02676566_3766,acousticguitar,0,3
n02676566_3767,acousticguitar,0,1
n02676566_3768,acousticguitar,0,4
n02676566_3771,acousticguitar,0,4
n02676566_3781,acousticguitar,0,4
n02676566_3782,acousticguitar,0,1
n02676566_3792,acousticguitar,0,2
n02676566_3798,acousticguitar,0,3
n02676566_380,acousticguitar,0,0
n02676566_3806,acousticguitar,0,4
n02676566_3808,acousticguitar,0,0
n02676566_3813,acousticguitar,0,0
n02676566_3819,acousticguitar,0,0
n02676566_3822,acousticguitar,0,0
n02676566_3824,acousticguitar,0,2
n02676566_3839,acousticguitar,0,4
n02676566_3849,acousticguitar,0,1
n02676566_3850,acousticguitar,0,0
n02676566_3854,acousticguitar,0,1
n02676566_3858,acousticguitar,0,4
n02676566_386,acousticguitar,0,0
n02676566_3868,acousticguitar,0,4
n02676566_3873,acousticguitar,0,2
n02676566_3876,acousticguitar,0,2
n02676566_3883,acousticguitar,0,2
n02676566_3886,acousticguitar,0,0
n02676566_3887,acousticguitar,0,0
n02676566_3889,acousticguitar,0,3
n02676566_3892,acousticguitar,0,0
n02676566_3899,acousticguitar,0,1
n02676566_3910,acousticguitar,0,0
n02676566_3912,acousticguitar,0,1
n02676566_3914,acousticguitar,0,2
n02676566_3916,acousticguitar,0,1
n02676566_3920,acousticguitar,0,4
n02676566_3924,acousticguitar,0,2
n02676566_3936,acousticguitar,0,1
n02676566_3947,acousticguitar,0,3
n02676566_3949,acousticguitar,0,0
n02676566_395,acousticguitar,0,4
n02676566_3952,acousticguitar,0,4
n02676566_3957,acousticguitar,0,2
n02676566_3965,acousticguitar,0,3
n02676566_3966,acousticguitar,0,1
n02676566_3971,acousticguitar,0,3
n02676566_3977,acousticguitar,0,1
n02676566_3978,acousticguitar,0,3
n02676566_3979,acousticguitar,0,2
n02676566_399,acousticguitar,0,2
n02676566_3990,acousticguitar,0,2
n02676566_3991,acousticguitar,0,3
n02676566_3995,acousticguitar,0,1
n02676566_3999,acousticguitar,0,4
n02676566_4001,acousticguitar,0,2
n02676566_4019,acousticguitar,0,3
n02676566_402,acousticguitar,0,4
n02676566_4030,acousticguitar,0,3
n02676566_4039,acousticguitar,0,3
n02676566_404,acousticguitar,0,2
n02676566_4042,acousticguitar,0,2
n02676566_4048,acousticguitar,0,1
n02676566_4055,acousticguitar,0,3
n02676566_4057,acousticguitar,0,0
n02676566_4058,acousticguitar,0,2
n02676566_4059,acousticguitar,0,2
n02676566_406,acousticguitar,0,2
n02676566_4060,acousticguitar,0,4
n02676566_4064,acousticguitar,0,0
n02676566_4073,acousticguitar,0,4
n02676566_4074,acousticguitar,0,0
n02676566_4075,acousticguitar,0,0
n02676566_4081,acousticguitar,0,4
n02676566_4084,acousticguitar,0,1
n02676566_4089,acousticguitar,0,2
n02676566_4090,acousticguitar,0,1
n02676566_4095,acousticguitar,0,0
n02676566_4097,acousticguitar,0,4
n02676566_410,acousticguitar,0,2
n02676566_4108,acousticguitar,0,2
n02676566_411,acousticguitar,0,0
n02676566_4110,acousticguitar,0,1
n02676566_4111,acousticguitar,0,3
n02676566_4119,acousticguitar,0,4
n02676566_4122,acousticguitar,0,1
n02676566_4127,acousticguitar,0,2
n02676566_4128,acousticguitar,0,3
n02676566_4129,acousticguitar,0,3
n02676566_4130,acousticguitar,0,3
n02676566_4134,acousticguitar,0,3
n02676566_4135,acousticguitar,0,1
n02676566_4137,acousticguitar,0,0
n02676566_4138,acousticguitar,0,1
n02676566_4144,acousticguitar,0,2
n02676566_4145,acousticguitar,0,1
n02676566_4155,acousticguitar,0,1
n02676566_4160,acousticguitar,0,0
n02676566_4161,acousticguitar,0,2
n02676566_4166,acousticguitar,0,3
n02676566_4171,acousticguitar,0,4
n02676566_4178,acousticguitar,0,0
n02676566_4179,acousticguitar,0,0
n02676566_4189,acousticguitar,0,4
n02676566_4192,acousticguitar,0,3
n02676566_4196,acousticguitar,0,4
n02676566_4197,acousticguitar,0,3
n02676566_4201,acousticguitar,0,1
n02676566_4208,acousticguitar,0,4
n02676566_4212,acousticguitar,0,4
n02676566_4220,acousticguitar,0,4
n02676566_4221,acousticguitar,0,2
n02676566_4223,acousticguitar,0,2
n02676566_4227,acousticguitar,0,3
n02676566_4236,acousticguitar,0,0
n02676566_4239,acousticguitar,0,3
n02676566_4240,acousticguitar,0,4
n02676566_4241,acousticguitar,0,3
n02676566_4248,acousticguitar,0,0
n02676566_4251,acousticguitar,0,1
n02676566_4252,acousticguitar,0,0
n02676566_4254,acousticguitar,0,4
n02676566_4257,acousticguitar,0,1
n02676566_4266,acousticguitar,0,1
n02676566_4268,acousticguitar,0,3
n02676566_428,acousticguitar,0,3
n02676566_4280,acousticguitar,0,4
n02676566_4281,acousticguitar,0,0
n02676566_429,acousticguitar,0,3
n02676566_4294,acousticguitar,0,1
n02676566_43,acousticguitar,0,2
n02676566_430,acousticguitar,0,2
n02676566_4301,acousticguitar,0,1
n02676566_4305,acousticguitar,0,0
n02676566_431,acousticguitar,0,3
n02676566_4310,acousticguitar,0,3
n02676566_4313,acousticguitar,0,0
n02676566_4316,acousticguitar,0,0
n02676566_4317,acousticguitar,0,1
n02676566_4319,acousticguitar,0,3
n02676566_4320,acousticguitar,0,1
n02676566_4321,acousticguitar,0,3
n02676566_4322,acousticguitar,0,3
n02676566_4323,acousticguitar,0,3
n02676566_4326,acousticguitar,0,0
n02676566_4334,acousticguitar,0,4
n02676566_4336,acousticguitar,0,4
